地方コード,沿線コード,駅コード,沿線,新沿線,駅名,新駅名,Temp,Temp2,沿線CD,駅CD,沿線名,駅名,都道府県名,地方名
2,147,160,秋田内陸縦貫鉄道,秋田縦貫線,比立内,比立内,,,5155,60235,秋田内陸縦貫鉄道,比立内,秋田県,東北
2,147,170,秋田内陸縦貫鉄道,秋田縦貫線,奥阿仁,奥阿仁,,,5155,60240,秋田内陸縦貫鉄道,奥阿仁,秋田県,東北
2,147,180,秋田内陸縦貫鉄道,秋田縦貫線,阿仁マタギ,阿仁マタギ,,,5155,60245,秋田内陸縦貫鉄道,阿仁マタギ,秋田県,東北
2,147,190,秋田内陸縦貫鉄道,秋田縦貫線,戸沢,戸沢,,,5155,60250,秋田内陸縦貫鉄道,戸沢,秋田県,東北
2,147,200,秋田内陸縦貫鉄道,秋田縦貫線,上桧木内,上桧木内,,,5155,60255,秋田内陸縦貫鉄道,上桧木内,秋田県,東北
2,147,210,秋田内陸縦貫鉄道,秋田縦貫線,左通,左通,,,5155,60260,秋田内陸縦貫鉄道,左通,秋田県,東北
2,147,220,秋田内陸縦貫鉄道,秋田縦貫線,羽後中里,羽後中里,,,5155,60265,秋田内陸縦貫鉄道,羽後中里,秋田県,東北
2,147,230,秋田内陸縦貫鉄道,秋田縦貫線,松葉,松葉,,,5155,60270,秋田内陸縦貫鉄道,松葉,秋田県,東北
2,147,240,秋田内陸縦貫鉄道,秋田縦貫線,羽後長戸呂,羽後長戸呂,,,5155,60275,秋田内陸縦貫鉄道,羽後長戸呂,秋田県,東北
2,147,250,秋田内陸縦貫鉄道,秋田縦貫線,八津,八津,,,5155,60280,秋田内陸縦貫鉄道,八津,秋田県,東北
2,147,260,秋田内陸縦貫鉄道,秋田縦貫線,西明寺,西明寺,,,5155,60285,秋田内陸縦貫鉄道,西明寺,秋田県,東北
2,147,270,秋田内陸縦貫鉄道,秋田縦貫線,羽後太田,羽後太田,,,5155,60290,秋田内陸縦貫鉄道,羽後太田,秋田県,東北
2,147,280,秋田内陸縦貫鉄道,秋田縦貫線,角館,角館,2,87,5155,56585,秋田内陸縦貫鉄道,角館,秋田県,東北
2,148,10,津軽線,津軽線,青森,青森,2,45,5160,50955,ＪＲ津軽線,青森,青森県,東北
2,148,20,津軽線,津軽線,油川,油川,,,5160,60295,ＪＲ津軽線,油川,青森県,東北
2,148,30,津軽線,津軽線,津軽宮田,津軽宮田,,,5160,60300,ＪＲ津軽線,津軽宮田,青森県,東北
2,148,40,津軽線,津軽線,奥内,奥内,,,5160,60305,ＪＲ津軽線,奥内,青森県,東北
2,148,50,津軽線,津軽線,左堰,左堰,,,5160,60310,ＪＲ津軽線,左堰,青森県,東北
2,148,60,津軽線,津軽線,後潟,後潟,,,5160,60315,ＪＲ津軽線,後潟,青森県,東北
2,148,70,津軽線,津軽線,中沢,中沢,,,5160,60320,ＪＲ津軽線,中沢,青森県,東北
2,148,80,津軽線,津軽線,蓬田,蓬田,,,5160,60325,ＪＲ津軽線,蓬田,青森県,東北
2,148,90,津軽線,津軽線,郷沢,郷沢,,,5160,60330,ＪＲ津軽線,郷沢,青森県,東北
2,148,100,津軽線,津軽線,瀬辺地,瀬辺地,,,5160,60335,ＪＲ津軽線,瀬辺地,青森県,東北
2,148,110,津軽線,津軽線,蟹田,蟹田,,,5160,56330,ＪＲ津軽線,蟹田,青森県,東北
2,148,120,津軽線,津軽線,中小国,中小国,,,5160,56335,ＪＲ津軽線,中小国,青森県,東北
2,148,130,津軽線,津軽線,大平,大平,,,5160,60340,ＪＲ津軽線,大平,青森県,東北
2,148,140,津軽線,津軽線,津軽二股,津軽二股,,,5160,60345,ＪＲ津軽線,津軽二股,青森県,東北
2,148,150,津軽線,津軽線,大川平,大川平,,,5160,60350,ＪＲ津軽線,大川平,青森県,東北
2,148,160,津軽線,津軽線,今別,今別,,,5160,60355,ＪＲ津軽線,今別,青森県,東北
2,148,170,津軽線,津軽線,津軽浜名,津軽浜名,,,5160,60360,ＪＲ津軽線,津軽浜名,青森県,東北
2,148,180,津軽線,津軽線,三厩,三厩,,,5160,60365,ＪＲ津軽線,三厩,青森県,東北
2,149,10,羽越本線,羽越線,新津,新津,2,96,5165,58630,ＪＲ羽越本線,新津,新潟県,中部
2,149,20,羽越本線,羽越線,京ヶ瀬,京ヶ瀬,,,5165,60375,ＪＲ羽越本線,京ヶ瀬,新潟県,中部
2,149,30,羽越本線,羽越線,水原,水原,,,5165,60380,ＪＲ羽越本線,水原,新潟県,中部
2,149,40,羽越本線,羽越線,神山,神山,,,5165,60385,ＪＲ羽越本線,神山,新潟県,中部
2,149,50,羽越本線,羽越線,月岡,月岡,,,5165,60390,ＪＲ羽越本線,月岡,新潟県,中部
2,149,60,羽越本線,羽越線,中浦,中浦,,,5165,60395,ＪＲ羽越本線,中浦,新潟県,中部
2,149,70,羽越本線,羽越線,新発田,新発田,2,112,5165,60370,ＪＲ羽越本線,新発田,新潟県,中部
2,149,80,羽越本線,羽越線,加治,加治,,,5165,60400,ＪＲ羽越本線,加治,新潟県,中部
2,149,90,羽越本線,羽越線,金塚,金塚,,,5165,60405,ＪＲ羽越本線,金塚,新潟県,中部
2,149,100,羽越本線,羽越線,中条,中条,,,5165,60410,ＪＲ羽越本線,中条,新潟県,中部
2,149,110,羽越本線,羽越線,平木田,平木田,,,5165,60415,ＪＲ羽越本線,平木田,新潟県,中部
2,149,120,羽越本線,羽越線,坂町,坂町,2,110,5165,59710,ＪＲ羽越本線,坂町,新潟県,中部
2,149,130,羽越本線,羽越線,平林,平林,,,5165,60420,ＪＲ羽越本線,平林,新潟県,中部
2,149,140,羽越本線,羽越線,岩船町,岩船町,,,5165,60425,ＪＲ羽越本線,岩船町,新潟県,中部
2,149,150,羽越本線,羽越線,村上,村上,,,5165,60430,ＪＲ羽越本線,村上,新潟県,中部
2,149,160,羽越本線,羽越線,間島,間島,,,5165,60435,ＪＲ羽越本線,間島,新潟県,中部
2,149,170,羽越本線,羽越線,越後早川,越後早川,,,5165,60440,ＪＲ羽越本線,越後早川,新潟県,中部
2,149,180,羽越本線,羽越線,桑川,桑川,,,5165,60445,ＪＲ羽越本線,桑川,新潟県,中部
2,149,190,羽越本線,羽越線,今川,今川,,,5165,60450,ＪＲ羽越本線,今川,新潟県,中部
2,149,200,羽越本線,羽越線,越後寒川,越後寒川,,,5165,60455,ＪＲ羽越本線,越後寒川,新潟県,中部
2,149,210,羽越本線,羽越線,勝木,勝木,,,5165,60460,ＪＲ羽越本線,勝木,新潟県,中部
2,149,220,羽越本線,羽越線,府屋,府屋,,,5165,60465,ＪＲ羽越本線,府屋,新潟県,中部
2,149,230,羽越本線,羽越線,鼠ヶ関,鼠ヶ関,,,5165,60470,ＪＲ羽越本線,鼠ヶ関,山形県,東北
2,149,240,羽越本線,羽越線,小岩川,小岩川,,,5165,60475,ＪＲ羽越本線,小岩川,山形県,東北
2,149,250,羽越本線,羽越線,あつみ温泉,あつみ温泉,,,5165,60480,ＪＲ羽越本線,あつみ温泉,山形県,東北
2,149,260,羽越本線,羽越線,五十川,五十川,,,5165,60485,ＪＲ羽越本線,五十川,山形県,東北
2,149,270,羽越本線,羽越線,小波渡,小波渡,,,5165,60490,ＪＲ羽越本線,小波渡,山形県,東北
2,149,280,羽越本線,羽越線,三瀬,三瀬,,,5165,60495,ＪＲ羽越本線,三瀬,山形県,東北
2,149,290,羽越本線,羽越線,羽前水沢,羽前水沢,,,5165,60500,ＪＲ羽越本線,羽前水沢,山形県,東北
2,149,300,羽越本線,羽越線,羽前大山,羽前大山,,,5165,60505,ＪＲ羽越本線,羽前大山,山形県,東北
2,149,310,羽越本線,羽越線,鶴岡,鶴岡,,,5165,60510,ＪＲ羽越本線,鶴岡,山形県,東北
2,149,320,羽越本線,羽越線,藤島,藤島,,,5165,60515,ＪＲ羽越本線,藤島,山形県,東北
2,149,330,羽越本線,羽越線,西袋,西袋,,,5165,60520,ＪＲ羽越本線,西袋,山形県,東北
2,149,340,羽越本線,羽越線,余目,余目,2,99,5165,59230,ＪＲ羽越本線,余目,山形県,東北
2,149,350,羽越本線,羽越線,北余目,北余目,2,339,5165,59250,ＪＲ羽越本線,北余目,山形県,東北
2,149,360,羽越本線,羽越線,砂越,砂越,2,340,5165,59245,ＪＲ羽越本線,砂越,山形県,東北
2,149,370,羽越本線,羽越線,東酒田,東酒田,2,341,5165,59240,ＪＲ羽越本線,東酒田,山形県,東北
2,149,380,羽越本線,羽越線,酒田,酒田,2,342,5165,59235,ＪＲ羽越本線,酒田,山形県,東北
2,149,390,羽越本線,羽越線,本楯,本楯,,,5165,60525,ＪＲ羽越本線,本楯,山形県,東北
2,149,400,羽越本線,羽越線,南鳥海,南鳥海,,,5165,60530,ＪＲ羽越本線,南鳥海,山形県,東北
2,149,410,羽越本線,羽越線,遊佐,遊佐,,,5165,60535,ＪＲ羽越本線,遊佐,山形県,東北
2,149,420,羽越本線,羽越線,吹浦,吹浦,,,5165,60540,ＪＲ羽越本線,吹浦,山形県,東北
2,149,425,羽越本線,羽越線,女鹿,女鹿,,,5165,60545,ＪＲ羽越本線,女鹿,山形県,東北
2,149,430,羽越本線,羽越線,小砂川,小砂川,,,5165,60550,ＪＲ羽越本線,小砂川,秋田県,東北
2,149,440,羽越本線,羽越線,上浜,上浜,,,5165,60555,ＪＲ羽越本線,上浜,秋田県,東北
2,149,450,羽越本線,羽越線,象潟,象潟,,,5165,60560,ＪＲ羽越本線,象潟,秋田県,東北
2,149,460,羽越本線,羽越線,金浦,金浦,,,5165,60565,ＪＲ羽越本線,金浦,秋田県,東北
2,149,470,羽越本線,羽越線,仁賀保,仁賀保,,,5165,60570,ＪＲ羽越本線,仁賀保,秋田県,東北
2,149,480,羽越本線,羽越線,西目,西目,,,5165,60575,ＪＲ羽越本線,西目,秋田県,東北
2,149,490,羽越本線,羽越線,羽後本荘,羽後本荘,2,113,5165,60625,ＪＲ羽越本線,羽後本荘,秋田県,東北
2,149,500,羽越本線,羽越線,羽後岩谷,羽後岩谷,,,5165,60580,ＪＲ羽越本線,羽後岩谷,秋田県,東北
2,149,505,羽越本線,羽越線,折渡,折渡,,,5165,60585,ＪＲ羽越本線,折渡,秋田県,東北
2,149,510,羽越本線,羽越線,羽後亀田,羽後亀田,,,5165,60590,ＪＲ羽越本線,羽後亀田,秋田県,東北
2,149,515,羽越本線,羽越線,岩城みなと,岩城みなと,,,5165,60595,ＪＲ羽越本線,岩城みなと,秋田県,東北
2,149,520,羽越本線,羽越線,道川,道川,,,5165,60600,ＪＲ羽越本線,道川,秋田県,東北
2,149,530,羽越本線,羽越線,下浜,下浜,,,5165,60605,ＪＲ羽越本線,下浜,秋田県,東北
2,149,535,羽越本線,羽越線,桂根,桂根,,,5165,60610,ＪＲ羽越本線,桂根,秋田県,東北
2,149,540,羽越本線,羽越線,新屋,新屋,,,5165,60615,ＪＲ羽越本線,新屋,秋田県,東北
2,149,550,羽越本線,羽越線,羽後牛島,羽後牛島,,,5165,60620,ＪＲ羽越本線,羽後牛島,秋田県,東北
2,149,560,羽越本線,羽越線,秋田,秋田,2,102,5165,56590,ＪＲ羽越本線,秋田,秋田県,東北
2,150,10,白新線,白新線,新発田,新発田,2,112,3265,60370,ＪＲ白新線,新発田,新潟県,中部
2,150,20,白新線,白新線,西新発田,西新発田,,,3265,60630,ＪＲ白新線,西新発田,新潟県,中部
2,150,30,白新線,白新線,佐々木,佐々木,,,3265,60635,ＪＲ白新線,佐々木,新潟県,中部
2,150,40,白新線,白新線,黒山,黒山,,,3265,60640,ＪＲ白新線,黒山,新潟県,中部
2,150,50,白新線,白新線,豊栄,豊栄,,,3265,60645,ＪＲ白新線,豊栄,新潟県,中部
2,150,60,白新線,白新線,早通,早通,,,3265,60650,ＪＲ白新線,早通,新潟県,中部
2,150,70,白新線,白新線,新崎,新崎,,,3265,60655,ＪＲ白新線,新崎,新潟県,中部
2,150,80,白新線,白新線,大形,大形,,,3265,60660,ＪＲ白新線,大形,新潟県,中部
2,150,90,白新線,白新線,東新潟,東新潟,,,3265,60665,ＪＲ白新線,東新潟,新潟県,中部
2,150,100,白新線,白新線,新潟,新潟,2,24,3265,56510,ＪＲ白新線,新潟,新潟県,中部
2,151,10,信越本線,信越線,高崎,高崎,2,19,3270,22240,ＪＲ信越本線,高崎,群馬県,関東
2,151,20,信越本線,信越線,北高崎,北高崎,,,3270,60670,ＪＲ信越本線,北高崎,群馬県,関東
2,151,30,信越本線,信越線,群馬八幡,群馬八幡,,,3270,60675,ＪＲ信越本線,群馬八幡,群馬県,関東
2,151,40,信越本線,信越線,安中,安中,,,3270,60680,ＪＲ信越本線,安中,群馬県,関東
2,151,50,信越本線,信越線,磯部,磯部,,,3270,60685,ＪＲ信越本線,磯部,群馬県,関東
2,151,60,信越本線,信越線,松井田,松井田,,,3270,60690,ＪＲ信越本線,松井田,群馬県,関東
2,151,70,信越本線,信越線,西松井田,西松井田,,,3270,60695,ＪＲ信越本線,西松井田,群馬県,関東
2,151,80,信越本線,信越線,横川,横川,,,3270,60700,ＪＲ信越本線,横川,群馬県,関東
2,151,230,信越本線,信越線,篠ノ井,篠ノ井,2,117,3270,60955,ＪＲ信越本線,篠ノ井,長野県,中部
2,151,235,信越本線,信越線,今井,今井,2,386,3270,60940,ＪＲ信越本線,今井,長野県,中部
2,151,240,信越本線,信越線,川中島,川中島,2,348,3270,60965,ＪＲ信越本線,川中島,長野県,中部
2,151,250,信越本線,信越線,安茂里,安茂里,2,349,3270,60935,ＪＲ信越本線,安茂里,長野県,中部
2,151,260,信越本線,信越線,長野,長野,2,118,3270,56605,ＪＲ信越本線,長野,長野県,中部
2,151,420,信越本線,信越線,直江津,直江津,2,120,3270,60960,ＪＲ信越本線,直江津,新潟県,中部
2,151,430,信越本線,信越線,黒井,黒井,,,3270,60765,ＪＲ信越本線,黒井,新潟県,中部
2,151,440,信越本線,信越線,犀潟,犀潟,2,376,3270,60945,ＪＲ信越本線,犀潟,新潟県,中部
2,151,450,信越本線,信越線,土底浜,土底浜,,,3270,60770,ＪＲ信越本線,土底浜,新潟県,中部
2,151,460,信越本線,信越線,潟町,潟町,,,3270,60775,ＪＲ信越本線,潟町,新潟県,中部
2,151,470,信越本線,信越線,上下浜,上下浜,,,3270,60780,ＪＲ信越本線,上下浜,新潟県,中部
2,151,480,信越本線,信越線,柿崎,柿崎,,,3270,60785,ＪＲ信越本線,柿崎,新潟県,中部
2,151,490,信越本線,信越線,米山,米山,,,3270,60790,ＪＲ信越本線,米山,新潟県,中部
2,151,500,信越本線,信越線,笠島,笠島,,,3270,60795,ＪＲ信越本線,笠島,新潟県,中部
2,151,510,信越本線,信越線,青海川,青海川,,,3270,60800,ＪＲ信越本線,青海川,新潟県,中部
2,151,520,信越本線,信越線,鯨波,鯨波,,,3270,60805,ＪＲ信越本線,鯨波,新潟県,中部
2,151,530,信越本線,信越線,柏崎,柏崎,2,121,3270,60950,ＪＲ信越本線,柏崎,新潟県,中部
2,151,540,信越本線,信越線,茨目,茨目,,,3270,60810,ＪＲ信越本線,茨目,新潟県,中部
2,151,550,信越本線,信越線,安田,安田,,,3270,60815,ＪＲ信越本線,安田,新潟県,中部
2,151,560,信越本線,信越線,北条,北条,,,3270,60820,ＪＲ信越本線,北条,新潟県,中部
2,151,570,信越本線,信越線,越後広田,越後広田,,,3270,60825,ＪＲ信越本線,越後広田,新潟県,中部
2,151,580,信越本線,信越線,長鳥,長鳥,,,3270,60830,ＪＲ信越本線,長鳥,新潟県,中部
2,151,590,信越本線,信越線,塚山,塚山,,,3270,60835,ＪＲ信越本線,塚山,新潟県,中部
2,151,600,信越本線,信越線,越後岩塚,越後岩塚,,,3270,60840,ＪＲ信越本線,越後岩塚,新潟県,中部
2,151,610,信越本線,信越線,来迎寺,来迎寺,,,3270,60845,ＪＲ信越本線,来迎寺,新潟県,中部
2,151,620,信越本線,信越線,前川,前川,,,3270,60850,ＪＲ信越本線,前川,新潟県,中部
2,151,630,信越本線,信越線,宮内,宮内,2,70,3270,56855,ＪＲ信越本線,宮内,新潟県,中部
2,151,640,信越本線,信越線,長岡,長岡,2,22,3270,56530,ＪＲ信越本線,長岡,新潟県,中部
2,151,650,信越本線,信越線,北長岡,北長岡,,,3270,60855,ＪＲ信越本線,北長岡,新潟県,中部
2,151,660,信越本線,信越線,押切,押切,,,3270,60860,ＪＲ信越本線,押切,新潟県,中部
2,151,670,信越本線,信越線,見附,見附,,,3270,60865,ＪＲ信越本線,見附,新潟県,中部
2,151,680,信越本線,信越線,帯織,帯織,,,3270,60870,ＪＲ信越本線,帯織,新潟県,中部
2,151,690,信越本線,信越線,東光寺,東光寺,,,3270,60875,ＪＲ信越本線,東光寺,新潟県,中部
2,151,700,信越本線,信越線,三条,三条,,,3270,60880,ＪＲ信越本線,三条,新潟県,中部
2,151,710,信越本線,信越線,東三条,東三条,2,122,3270,60970,ＪＲ信越本線,東三条,新潟県,中部
2,151,720,信越本線,信越線,保内,保内,,,3270,60885,ＪＲ信越本線,保内,新潟県,中部
2,151,730,信越本線,信越線,加茂,加茂,,,3270,60890,ＪＲ信越本線,加茂,新潟県,中部
2,151,740,信越本線,信越線,羽生田,羽生田,,,3270,60895,ＪＲ信越本線,羽生田,新潟県,中部
2,151,750,信越本線,信越線,田上,田上,,,3270,60900,ＪＲ信越本線,田上,新潟県,中部
2,151,760,信越本線,信越線,矢代田,矢代田,,,3270,60905,ＪＲ信越本線,矢代田,新潟県,中部
2,151,770,信越本線,信越線,古津,古津,,,3270,60910,ＪＲ信越本線,古津,新潟県,中部
2,151,780,信越本線,信越線,新津,新津,2,96,3270,58630,ＪＲ信越本線,新津,新潟県,中部
2,151,785,信越本線,信越線,さつき野,さつき野,,,3270,60915,ＪＲ信越本線,さつき野,新潟県,中部
2,151,790,信越本線,信越線,荻川,荻川,,,3270,60920,ＪＲ信越本線,荻川,新潟県,中部
2,151,800,信越本線,信越線,亀田,亀田,,,3270,60925,ＪＲ信越本線,亀田,新潟県,中部
2,151,810,信越本線,信越線,越後石山,越後石山,,,3270,60930,ＪＲ信越本線,越後石山,新潟県,中部
2,151,820,信越本線,信越線,新潟,新潟,2,24,3270,56510,ＪＲ信越本線,新潟,新潟県,中部
2,152,20,飯山線,飯山線,豊野,豊野,2,119,3275,60975,ＪＲ飯山線,豊野,長野県,中部
2,152,25,飯山線,飯山線,信濃浅野,信濃浅野,,,3275,60990,ＪＲ飯山線,信濃浅野,長野県,中部
2,152,30,飯山線,飯山線,立ヶ花,立ヶ花,,,3275,60995,ＪＲ飯山線,立ヶ花,長野県,中部
2,152,40,飯山線,飯山線,上今井,上今井,,,3275,61000,ＪＲ飯山線,上今井,長野県,中部
2,152,50,飯山線,飯山線,替佐,替佐,,,3275,61005,ＪＲ飯山線,替佐,長野県,中部
2,152,60,飯山線,飯山線,蓮,蓮,,,3275,61010,ＪＲ飯山線,蓮,長野県,中部
2,152,70,飯山線,飯山線,飯山,飯山,2,500,3275,61015,ＪＲ飯山線,飯山,長野県,中部
2,152,80,飯山線,飯山線,北飯山,北飯山,,,3275,61020,ＪＲ飯山線,北飯山,長野県,中部
2,152,90,飯山線,飯山線,信濃平,信濃平,,,3275,61025,ＪＲ飯山線,信濃平,長野県,中部
2,152,100,飯山線,飯山線,戸狩野沢温泉,戸狩野沢温,,,3275,61030,ＪＲ飯山線,戸狩野沢温泉,長野県,中部
2,152,110,飯山線,飯山線,上境,上境,,,3275,61035,ＪＲ飯山線,上境,長野県,中部
2,152,120,飯山線,飯山線,上桑名川,上桑名川,,,3275,61040,ＪＲ飯山線,上桑名川,長野県,中部
2,152,130,飯山線,飯山線,桑名川,桑名川,,,3275,61045,ＪＲ飯山線,桑名川,長野県,中部
2,152,140,飯山線,飯山線,西大滝,西大滝,,,3275,61050,ＪＲ飯山線,西大滝,長野県,中部
2,152,150,飯山線,飯山線,信濃白鳥,信濃白鳥,,,3275,61055,ＪＲ飯山線,信濃白鳥,長野県,中部
2,152,160,飯山線,飯山線,平滝,平滝,,,3275,61060,ＪＲ飯山線,平滝,長野県,中部
2,152,170,飯山線,飯山線,横倉,横倉,,,3275,61065,ＪＲ飯山線,横倉,長野県,中部
2,152,180,飯山線,飯山線,森宮野原,森宮野原,,,3275,61070,ＪＲ飯山線,森宮野原,長野県,中部
2,152,190,飯山線,飯山線,足滝,足滝,,,3275,61075,ＪＲ飯山線,足滝,新潟県,中部
2,152,200,飯山線,飯山線,越後田中,越後田中,,,3275,61080,ＪＲ飯山線,越後田中,新潟県,中部
2,152,210,飯山線,飯山線,津南,津南,,,3275,61085,ＪＲ飯山線,津南,新潟県,中部
2,152,220,飯山線,飯山線,越後鹿渡,越後鹿渡,,,3275,61090,ＪＲ飯山線,越後鹿渡,新潟県,中部
2,152,230,飯山線,飯山線,越後田沢,越後田沢,,,3275,61095,ＪＲ飯山線,越後田沢,新潟県,中部
2,152,240,飯山線,飯山線,越後水沢,越後水沢,,,3275,61100,ＪＲ飯山線,越後水沢,新潟県,中部
2,152,250,飯山線,飯山線,土市,土市,,,3275,61105,ＪＲ飯山線,土市,新潟県,中部
2,152,260,飯山線,飯山線,十日町,十日町,2,375,3275,61130,ＪＲ飯山線,十日町,新潟県,中部
2,152,270,飯山線,飯山線,魚沼中条,魚沼中条,,,3275,61110,ＪＲ飯山線,魚沼中条,新潟県,中部
2,152,280,飯山線,飯山線,下条,下条,,,3275,61115,ＪＲ飯山線,下条,新潟県,中部
2,152,290,飯山線,飯山線,越後岩沢,越後岩沢,,,3275,61120,ＪＲ飯山線,越後岩沢,新潟県,中部
2,152,300,飯山線,飯山線,内ヶ巻,内ヶ巻,,,3275,61125,ＪＲ飯山線,内ヶ巻,新潟県,中部
2,152,310,飯山線,飯山線,越後川口,越後川口,2,69,3275,56870,ＪＲ飯山線,越後川口,新潟県,中部
2,153,10,越後線,越後線,柏崎,柏崎,2,121,3280,60950,ＪＲ越後線,柏崎,新潟県,中部
2,153,20,越後線,越後線,東柏崎,東柏崎,,,3280,61135,ＪＲ越後線,東柏崎,新潟県,中部
2,153,30,越後線,越後線,西中通,西中通,,,3280,61140,ＪＲ越後線,西中通,新潟県,中部
2,153,40,越後線,越後線,荒浜,荒浜,,,3280,61145,ＪＲ越後線,荒浜,新潟県,中部
2,153,50,越後線,越後線,刈羽,刈羽,,,3280,61150,ＪＲ越後線,刈羽,新潟県,中部
2,153,60,越後線,越後線,西山,西山,,,3280,61155,ＪＲ越後線,西山,新潟県,中部
2,153,70,越後線,越後線,礼拝,礼拝,,,3280,61160,ＪＲ越後線,礼拝,新潟県,中部
2,153,80,越後線,越後線,石地,石地,,,3280,61165,ＪＲ越後線,石地,新潟県,中部
2,153,90,越後線,越後線,小木ノ城,小木ノ城,,,3280,61170,ＪＲ越後線,小木ノ城,新潟県,中部
2,153,100,越後線,越後線,出雲崎,出雲崎,,,3280,61175,ＪＲ越後線,出雲崎,新潟県,中部
2,153,110,越後線,越後線,妙法寺,妙法寺,,,3280,61180,ＪＲ越後線,妙法寺,新潟県,中部
2,153,120,越後線,越後線,小島谷,小島谷,,,3280,61185,ＪＲ越後線,小島谷,新潟県,中部
2,153,130,越後線,越後線,桐原,桐原,,,3280,61190,ＪＲ越後線,桐原,新潟県,中部
2,153,140,越後線,越後線,寺泊,寺泊,,,3280,61195,ＪＲ越後線,寺泊,新潟県,中部
2,153,150,越後線,越後線,分水,分水,,,3280,61200,ＪＲ越後線,分水,新潟県,中部
2,153,160,越後線,越後線,粟生津,粟生津,,,3280,61205,ＪＲ越後線,粟生津,新潟県,中部
2,153,170,越後線,越後線,南吉田,南吉田,,,3280,61210,ＪＲ越後線,南吉田,新潟県,中部
2,153,180,越後線,越後線,吉田,吉田,2,123,3280,61275,ＪＲ越後線,吉田,新潟県,中部
2,153,190,越後線,越後線,北吉田,北吉田,,,3280,61215,ＪＲ越後線,北吉田,新潟県,中部
2,153,200,越後線,越後線,岩室,岩室,,,3280,61220,ＪＲ越後線,岩室,新潟県,中部
2,153,210,越後線,越後線,巻,巻,,,3280,61225,ＪＲ越後線,巻,新潟県,中部
2,153,220,越後線,越後線,越後曽根,越後曽根,,,3280,61230,ＪＲ越後線,越後曽根,新潟県,中部
2,153,230,越後線,越後線,越後赤塚,越後赤塚,,,3280,61235,ＪＲ越後線,越後赤塚,新潟県,中部
2,153,235,越後線,越後線,内野西が丘,内野西が丘,,,3280,61237,ＪＲ越後線,内野西が丘,新潟県,中部
2,153,240,越後線,越後線,内野,内野,,,3280,61240,ＪＲ越後線,内野,新潟県,中部
2,153,250,越後線,越後線,新潟大学前,新潟大学前,,,3280,61245,ＪＲ越後線,新潟大学前,新潟県,中部
2,153,260,越後線,越後線,寺尾,寺尾,,,3280,61250,ＪＲ越後線,寺尾,新潟県,中部
2,153,270,越後線,越後線,小針,小針,,,3280,61255,ＪＲ越後線,小針,新潟県,中部
2,153,275,越後線,越後線,青山,青山,,,3280,61260,ＪＲ越後線,青山,新潟県,中部
2,153,280,越後線,越後線,関屋,関屋,,,3280,61265,ＪＲ越後線,関屋,新潟県,中部
2,153,290,越後線,越後線,白山,白山,,,3280,61270,ＪＲ越後線,白山,新潟県,中部
2,153,300,越後線,越後線,新潟,新潟,2,24,3280,56510,ＪＲ越後線,新潟,新潟県,中部
2,154,10,弥彦線,弥彦線,弥彦,弥彦,,,3285,61280,ＪＲ弥彦線,弥彦,新潟県,中部
2,154,20,弥彦線,弥彦線,矢作,矢作,,,3285,61285,ＪＲ弥彦線,矢作,新潟県,中部
2,154,30,弥彦線,弥彦線,吉田,吉田,2,123,3285,61275,ＪＲ弥彦線,吉田,新潟県,中部
2,154,40,弥彦線,弥彦線,西燕,西燕,,,3285,61290,ＪＲ弥彦線,西燕,新潟県,中部
2,154,50,弥彦線,弥彦線,燕,燕,,,3285,61295,ＪＲ弥彦線,燕,新潟県,中部
2,154,60,弥彦線,弥彦線,燕三条,燕三条,2,23,3285,56525,ＪＲ弥彦線,燕三条,新潟県,中部
2,154,70,弥彦線,弥彦線,北三条,北三条,,,3285,61300,ＪＲ弥彦線,北三条,新潟県,中部
2,154,80,弥彦線,弥彦線,東三条,東三条,2,122,3285,60970,ＪＲ弥彦線,東三条,新潟県,中部
2,155,310,しなの鉄道北しなの,北しなの線,長野,長野,2,118,7615,56605,しなの鉄道北しなの線,長野,長野県,中部
2,155,330,しなの鉄道北しなの,北しなの線,北長野,北長野,,,7615,60980,しなの鉄道北しなの線,北長野,長野県,中部
2,155,350,しなの鉄道北しなの,北しなの線,三才,三才,,,7615,60985,しなの鉄道北しなの線,三才,長野県,中部
2,155,370,しなの鉄道北しなの,北しなの線,豊野,豊野,2,119,7615,60975,しなの鉄道北しなの線,豊野,長野県,中部
2,155,390,しなの鉄道北しなの,北しなの線,牟礼,牟礼,,,7615,60705,しなの鉄道北しなの線,牟礼,長野県,中部
2,155,410,しなの鉄道北しなの,北しなの線,古間,古間,,,7615,60710,しなの鉄道北しなの線,古間,長野県,中部
2,155,430,しなの鉄道北しなの,北しなの線,黒姫,黒姫,,,7615,60715,しなの鉄道北しなの線,黒姫,長野県,中部
2,155,450,しなの鉄道北しなの,北しなの線,妙高高原,妙高高原,2,502,7615,60720,しなの鉄道北しなの線,妙高高原,新潟県,中部
2,156,450,妙高はねうまライン,妙高ライン,妙高高原,妙高高原,2,502,7620,60720,妙高はねうまライン,妙高高原,新潟県,中部
2,156,470,妙高はねうまライン,妙高ライン,関山,関山,,,7620,60725,妙高はねうまライン,関山,新潟県,中部
2,156,490,妙高はねうまライン,妙高ライン,二本木,二本木,,,7620,60730,妙高はねうまライン,二本木,新潟県,中部
2,156,510,妙高はねうまライン,妙高ライン,新井,新井,,,7620,60735,妙高はねうまライン,新井,新潟県,中部
