地方コード,沿線コード,駅コード,沿線,新沿線,駅名,新駅名,Temp,Temp2,沿線CD,駅CD,沿線名,駅名,都道府県名,地方名
6,541,180,近鉄大阪線,近鉄大阪線,二上,二上,,,2265,29510,近鉄大阪線,二上,奈良県,関西
6,541,190,近鉄大阪線,近鉄大阪線,近鉄下田,近鉄下田,,,2265,12270,近鉄大阪線,近鉄下田,奈良県,関西
6,541,200,近鉄大阪線,近鉄大阪線,五位堂,五位堂,,,2265,13890,近鉄大阪線,五位堂,奈良県,関西
6,541,210,近鉄大阪線,近鉄大阪線,築山,築山,,,2265,24680,近鉄大阪線,築山,奈良県,関西
6,541,220,近鉄大阪線,近鉄大阪線,大和高田,大和高田,,,2265,40440,近鉄大阪線,大和高田,奈良県,関西
6,541,230,近鉄大阪線,近鉄大阪線,松塚,松塚,,,2265,35980,近鉄大阪線,松塚,奈良県,関西
6,541,240,近鉄大阪線,近鉄大阪線,真菅,真菅,,,2265,35740,近鉄大阪線,真菅,奈良県,関西
6,541,250,近鉄大阪線,近鉄大阪線,大和八木,大和八木,6,181,2265,40460,近鉄大阪線,大和八木,奈良県,関西
6,541,260,近鉄大阪線,近鉄大阪線,耳成,耳成,,,2265,38180,近鉄大阪線,耳成,奈良県,関西
6,541,270,近鉄大阪線,近鉄大阪線,大福,大福,,,2265,22040,近鉄大阪線,大福,奈良県,関西
6,541,280,近鉄大阪線,近鉄大阪線,桜井,桜井,6,134,2265,16053,近鉄大阪線,桜井,奈良県,関西
6,541,290,近鉄大阪線,近鉄大阪線,大和朝倉,大和朝倉,,,2265,40380,近鉄大阪線,大和朝倉,奈良県,関西
6,541,300,近鉄大阪線,近鉄大阪線,長谷寺,長谷寺,,,2265,30570,近鉄大阪線,長谷寺,奈良県,関西
6,541,310,近鉄大阪線,近鉄大阪線,榛原,榛原,,,2265,30170,近鉄大阪線,榛原,奈良県,関西
6,541,320,近鉄大阪線,近鉄大阪線,室生口大野,室生口大野,,,2265,38990,近鉄大阪線,室生口大野,奈良県,関西
6,541,330,近鉄大阪線,近鉄大阪線,三本松,三本松,,,2265,16830,近鉄大阪線,三本松,奈良県,関西
6,541,430,近鉄大阪線,近鉄大阪線,赤目口,赤目口,,,2265,430,近鉄大阪線,赤目口,三重県,関西
6,541,440,近鉄大阪線,近鉄大阪線,名張,名張,,,2265,27870,近鉄大阪線,名張,三重県,関西
6,541,450,近鉄大阪線,近鉄大阪線,桔梗が丘,桔梗が丘,,,2265,10680,近鉄大阪線,桔梗が丘,三重県,関西
6,541,460,近鉄大阪線,近鉄大阪線,美旗,美旗,,,2265,38150,近鉄大阪線,美旗,三重県,関西
6,541,470,近鉄大阪線,近鉄大阪線,伊賀神戸,伊賀神戸,6,310,2265,1900,近鉄大阪線,伊賀神戸,三重県,関西
6,541,480,近鉄大阪線,近鉄大阪線,青山町,青山町,,,2265,260,近鉄大阪線,青山町,三重県,関西
6,541,490,近鉄大阪線,近鉄大阪線,伊賀上津,伊賀上津,,,2265,1910,近鉄大阪線,伊賀上津,三重県,関西
6,541,500,近鉄大阪線,近鉄大阪線,西青山,西青山,,,2265,28280,近鉄大阪線,西青山,三重県,関西
6,541,510,近鉄大阪線,近鉄大阪線,東青山,東青山,,,2265,31530,近鉄大阪線,東青山,三重県,関西
6,541,520,近鉄大阪線,近鉄大阪線,榊原温泉口,榊原温泉口,,,2265,15820,近鉄大阪線,榊原温泉口,三重県,関西
6,541,530,近鉄大阪線,近鉄大阪線,大三,大三,,,2265,6300,近鉄大阪線,大三,三重県,関西
6,541,540,近鉄大阪線,近鉄大阪線,伊勢石橋,伊勢石橋,,,2265,2590,近鉄大阪線,伊勢石橋,三重県,関西
6,541,550,近鉄大阪線,近鉄大阪線,川合高岡,川合高岡,,,2265,9840,近鉄大阪線,川合高岡,三重県,関西
6,541,560,近鉄大阪線,近鉄大阪線,伊勢中川,伊勢中川,4,110,2265,2720,近鉄大阪線,伊勢中川,三重県,関西
6,551,10,近鉄難波・奈良線,近鉄奈良線,大阪難波,大阪難波,6,183,2250,4090,近鉄奈良線,大阪上本町,大阪府,関西
6,551,20,近鉄難波・奈良線,近鉄奈良線,近鉄日本橋,近鉄日本橋,6,184,2255,12340,近鉄難波線,近鉄日本橋,大阪府,関西
6,551,30,近鉄難波・奈良線,近鉄奈良線,大阪上本町,大阪上本町,6,177,2255,4090,近鉄難波線,大阪上本町,大阪府,関西
6,551,40,近鉄難波・奈良線,近鉄奈良線,鶴橋,鶴橋,6,58,2250,25021,近鉄奈良線,鶴橋,大阪府,関西
6,551,50,近鉄難波・奈良線,近鉄奈良線,今里,今里,6,178,2250,3620,近鉄奈良線,今里,大阪府,関西
6,551,60,近鉄難波・奈良線,近鉄奈良線,布施,布施,6,179,2250,34140,近鉄奈良線,布施,大阪府,関西
6,551,70,近鉄難波・奈良線,近鉄奈良線,河内永和,河内永和,6,328,2250,9990,近鉄奈良線,河内永和,大阪府,関西
6,551,80,近鉄難波・奈良線,近鉄奈良線,河内小阪,河内小阪,,,2250,10020,近鉄奈良線,河内小阪,大阪府,関西
6,551,90,近鉄難波・奈良線,近鉄奈良線,八戸ノ里,八戸ノ里,,,2250,39630,近鉄奈良線,八戸ノ里,大阪府,関西
6,551,100,近鉄難波・奈良線,近鉄奈良線,若江岩田,若江岩田,,,2250,41590,近鉄奈良線,若江岩田,大阪府,関西
6,551,110,近鉄難波・奈良線,近鉄奈良線,河内花園,河内花園,,,2250,10040,近鉄奈良線,河内花園,大阪府,関西
6,551,120,近鉄難波・奈良線,近鉄奈良線,東花園,東花園,,,2250,32250,近鉄奈良線,東花園,大阪府,関西
6,551,130,近鉄難波・奈良線,近鉄奈良線,瓢箪山,瓢箪山,,,2250,33120,近鉄奈良線,瓢箪山,大阪府,関西
6,551,140,近鉄難波・奈良線,近鉄奈良線,枚岡,枚岡,,,2250,33210,近鉄奈良線,枚岡,大阪府,関西
6,551,150,近鉄難波・奈良線,近鉄奈良線,額田,額田,,,2250,29790,近鉄奈良線,額田,大阪府,関西
6,551,160,近鉄難波・奈良線,近鉄奈良線,石切,石切,,,2250,2200,近鉄奈良線,石切,大阪府,関西
6,551,170,近鉄難波・奈良線,近鉄奈良線,生駒,生駒,6,185,2250,2090,近鉄奈良線,生駒,奈良県,関西
6,551,180,近鉄難波・奈良線,近鉄奈良線,東生駒,東生駒,,,2250,31620,近鉄奈良線,東生駒,奈良県,関西
6,551,190,近鉄難波・奈良線,近鉄奈良線,富雄,富雄,,,2250,26390,近鉄奈良線,富雄,奈良県,関西
6,551,200,近鉄難波・奈良線,近鉄奈良線,学園前,学園前,,,2250,7630,近鉄奈良線,学園前,奈良県,関西
6,551,210,近鉄難波・奈良線,近鉄奈良線,菖蒲池,菖蒲池,,,2250,1400,近鉄奈良線,菖蒲池,奈良県,関西
6,551,220,近鉄難波・奈良線,近鉄奈良線,大和西大寺,大和西大寺,6,186,2250,40420,近鉄奈良線,大和西大寺,奈良県,関西
6,551,230,近鉄難波・奈良線,近鉄奈良線,新大宮,新大宮,,,2250,19180,近鉄奈良線,新大宮,奈良県,関西
6,551,240,近鉄難波・奈良線,近鉄奈良線,近鉄奈良,近鉄奈良,,,2250,12320,近鉄奈良線,近鉄奈良,奈良県,関西
6,552,10,近鉄橿原線,橿原線,大和西大寺,大和西大寺,6,186,2310,40420,近鉄橿原線,大和西大寺,奈良県,関西
6,552,20,近鉄橿原線,橿原線,尼ヶ辻,尼ヶ辻,,,2310,1320,近鉄橿原線,尼ケ辻,奈良県,関西
6,552,30,近鉄橿原線,橿原線,西ノ京,西ノ京,,,2310,29170,近鉄橿原線,西ノ京,奈良県,関西
6,552,40,近鉄橿原線,橿原線,九条,九条,,,2310,12603,近鉄橿原線,九条,奈良県,関西
6,552,50,近鉄橿原線,橿原線,近鉄郡山,近鉄郡山,,,2310,12250,近鉄橿原線,近鉄郡山,奈良県,関西
6,552,60,近鉄橿原線,橿原線,筒井,筒井,,,2310,24830,近鉄橿原線,筒井,奈良県,関西
6,552,70,近鉄橿原線,橿原線,平端,平端,6,187,2310,33330,近鉄橿原線,平端,奈良県,関西
6,552,80,近鉄橿原線,橿原線,ファミリー公園前,ファミリー,,,2310,33490,近鉄橿原線,ファミリー公園前,奈良県,関西
6,552,90,近鉄橿原線,橿原線,結崎,結崎,,,2310,40610,近鉄橿原線,結崎,奈良県,関西
6,552,100,近鉄橿原線,橿原線,石見,石見,,,2310,3920,近鉄橿原線,石見,奈良県,関西
6,552,110,近鉄橿原線,橿原線,田原本,田原本,6,188,2310,23740,近鉄橿原線,田原本,奈良県,関西
6,552,120,近鉄橿原線,橿原線,笠縫,笠縫,,,2310,7810,近鉄橿原線,笠縫,奈良県,関西
6,552,130,近鉄橿原線,橿原線,新ノ口,新ノ口,,,2310,29670,近鉄橿原線,新ノ口,奈良県,関西
6,552,140,近鉄橿原線,橿原線,大和八木,大和八木,6,181,2310,40460,近鉄橿原線,大和八木,奈良県,関西
6,552,145,近鉄橿原線,橿原線,八木西口,八木西口,,,2310,39740,近鉄橿原線,八木西口,奈良県,関西
6,552,150,近鉄橿原線,橿原線,畝傍御陵前,畝傍御陵前,,,2310,4460,近鉄橿原線,畝傍御陵前,奈良県,関西
6,552,160,近鉄橿原線,橿原線,橿原神宮前,橿原神宮前,6,189,2310,7920,近鉄橿原線,橿原神宮前,奈良県,関西
6,553,10,近鉄天理線,天理線,平端,平端,6,187,2315,33330,近鉄天理線,平端,奈良県,関西
6,553,20,近鉄天理線,天理線,二階堂,二階堂,,,2315,28230,近鉄天理線,二階堂,奈良県,関西
6,553,30,近鉄天理線,天理線,前栽,前栽,,,2315,21420,近鉄天理線,前栽,奈良県,関西
6,553,40,近鉄天理線,天理線,天理,天理,6,133,2315,25530,近鉄天理線,天理,奈良県,関西
6,554,10,近鉄信貴線,信貴線,河内山本,河内山本,6,180,2285,10070,近鉄信貴線,河内山本,大阪府,関西
6,554,20,近鉄信貴線,信貴線,服部川,服部川,,,2285,30860,近鉄信貴線,服部川,大阪府,関西
6,554,30,近鉄信貴線,信貴線,信貴山口,信貴山口,6,314,2285,17210,近鉄信貴線,信貴山口,大阪府,関西
6,555,10,近鉄南大阪線,南大阪線,大阪阿部野橋,大阪阿部野,6,57,2290,5690,近鉄南大阪線,大阪阿部野橋,大阪府,関西
6,555,20,近鉄南大阪線,南大阪線,河堀口,河堀口,,,2290,15230,近鉄南大阪線,河堀口,大阪府,関西
6,555,30,近鉄南大阪線,南大阪線,北田辺,北田辺,,,2290,11350,近鉄南大阪線,北田辺,大阪府,関西
6,555,40,近鉄南大阪線,南大阪線,今川,今川,,,2290,3610,近鉄南大阪線,今川,大阪府,関西
6,555,50,近鉄南大阪線,南大阪線,針中野,針中野,,,2290,31280,近鉄南大阪線,針中野,大阪府,関西
6,555,60,近鉄南大阪線,南大阪線,矢田,矢田,,,2290,39940,近鉄南大阪線,矢田,大阪府,関西
6,555,70,近鉄南大阪線,南大阪線,河内天美,河内天美,,,2290,9970,近鉄南大阪線,河内天美,大阪府,関西
6,555,80,近鉄南大阪線,南大阪線,布忍,布忍,,,2290,29800,近鉄南大阪線,布忍,大阪府,関西
6,555,90,近鉄南大阪線,南大阪線,高見ノ里,高見ノ里,,,2290,22570,近鉄南大阪線,高見ノ里,大阪府,関西
6,555,100,近鉄南大阪線,南大阪線,河内松原,河内松原,,,2290,10050,近鉄南大阪線,河内松原,大阪府,関西
6,555,110,近鉄南大阪線,南大阪線,恵我ノ荘,恵我ノ荘,,,2290,4810,近鉄南大阪線,恵我ノ荘,大阪府,関西
6,555,120,近鉄南大阪線,南大阪線,高鷲,高鷲,,,2290,22710,近鉄南大阪線,高鷲,大阪府,関西
6,555,130,近鉄南大阪線,南大阪線,藤井寺,藤井寺,,,2290,33810,近鉄南大阪線,藤井寺,大阪府,関西
6,555,140,近鉄南大阪線,南大阪線,土師ノ里,土師ノ里,,,2290,30460,近鉄南大阪線,土師ノ里,大阪府,関西
6,555,150,近鉄南大阪線,南大阪線,道明寺,道明寺,6,190,2290,25880,近鉄南大阪線,道明寺,大阪府,関西
6,555,160,近鉄南大阪線,南大阪線,古市,古市,6,191,2290,34590,近鉄南大阪線,古市,大阪府,関西
6,555,170,近鉄南大阪線,南大阪線,駒ヶ谷,駒ヶ谷,,,2290,15270,近鉄南大阪線,駒ケ谷,大阪府,関西
6,555,180,近鉄南大阪線,南大阪線,上ノ太子,上ノ太子,,,2290,9310,近鉄南大阪線,上ノ太子,大阪府,関西
6,555,190,近鉄南大阪線,南大阪線,二上山,二上山,,,2290,29530,近鉄南大阪線,二上山,奈良県,関西
6,555,200,近鉄南大阪線,南大阪線,二上神社口,二上神社口,,,2290,29550,近鉄南大阪線,二上神社口,奈良県,関西
6,555,210,近鉄南大阪線,南大阪線,当麻寺,当麻寺,,,2290,22070,近鉄南大阪線,当麻寺,奈良県,関西
6,555,220,近鉄南大阪線,南大阪線,磐城,磐城,,,2290,3790,近鉄南大阪線,磐城,奈良県,関西
6,555,230,近鉄南大阪線,南大阪線,尺土,尺土,6,192,2290,18390,近鉄南大阪線,尺土,奈良県,関西
6,555,240,近鉄南大阪線,南大阪線,高田市,高田市,,,2290,22330,近鉄南大阪線,高田市,奈良県,関西
6,555,250,近鉄南大阪線,南大阪線,浮孔,浮孔,,,2290,4130,近鉄南大阪線,浮孔,奈良県,関西
6,555,260,近鉄南大阪線,南大阪線,坊城,坊城,,,2290,34840,近鉄南大阪線,坊城,奈良県,関西
6,555,270,近鉄南大阪線,南大阪線,橿原神宮西口,橿原神宮西,,,2290,7910,近鉄南大阪線,橿原神宮西口,奈良県,関西
6,555,280,近鉄南大阪線,南大阪線,橿原神宮前,橿原神宮前,6,189,2290,7920,近鉄南大阪線,橿原神宮前,奈良県,関西
6,556,10,近鉄吉野線,吉野線,橿原神宮前,橿原神宮前,6,189,2330,7920,近鉄吉野線,橿原神宮前,奈良県,関西
6,556,20,近鉄吉野線,吉野線,岡寺,岡寺,,,2330,6540,近鉄吉野線,岡寺,奈良県,関西
6,556,30,近鉄吉野線,吉野線,飛鳥,飛鳥,,,2330,970,近鉄吉野線,飛鳥,奈良県,関西
6,556,40,近鉄吉野線,吉野線,壺阪山,壺阪山,,,2330,24920,近鉄吉野線,壺阪山,奈良県,関西
6,556,50,近鉄吉野線,吉野線,市尾,市尾,,,2330,2960,近鉄吉野線,市尾,奈良県,関西
6,556,60,近鉄吉野線,吉野線,葛,葛,,,2330,12650,近鉄吉野線,葛,奈良県,関西
6,556,70,近鉄吉野線,吉野線,吉野口,吉野口,6,137,2330,41040,近鉄吉野線,吉野口,奈良県,関西
6,556,80,近鉄吉野線,吉野線,薬水,薬水,,,2330,12710,近鉄吉野線,薬水,奈良県,関西
6,556,90,近鉄吉野線,吉野線,福神,福神,,,2330,33650,近鉄吉野線,福神,奈良県,関西
6,556,100,近鉄吉野線,吉野線,大阿太,大阿太,,,2330,5380,近鉄吉野線,大阿太,奈良県,関西
6,556,110,近鉄吉野線,吉野線,下市口,下市口,,,2330,17900,近鉄吉野線,下市口,奈良県,関西
6,556,120,近鉄吉野線,吉野線,越部,越部,,,2330,14850,近鉄吉野線,越部,奈良県,関西
6,556,130,近鉄吉野線,吉野線,六田,六田,,,2330,38910,近鉄吉野線,六田,奈良県,関西
6,556,140,近鉄吉野線,吉野線,大和上市,大和上市,,,2330,40390,近鉄吉野線,大和上市,奈良県,関西
6,556,150,近鉄吉野線,吉野線,吉野神宮,吉野神宮,,,2330,41050,近鉄吉野線,吉野神宮,奈良県,関西
6,556,160,近鉄吉野線,吉野線,吉野,吉野,,,2330,41020,近鉄吉野線,吉野,奈良県,関西
6,557,10,近鉄長野線,長野線,古市,古市,6,191,2295,34590,近鉄長野線,古市,大阪府,関西
6,557,20,近鉄長野線,長野線,喜志,喜志,,,2295,10760,近鉄長野線,喜志,大阪府,関西
6,557,30,近鉄長野線,長野線,富田林,富田林,,,2295,26790,近鉄長野線,富田林,大阪府,関西
6,557,40,近鉄長野線,長野線,富田林西口,富田林西口,,,2295,26800,近鉄長野線,富田林西口,大阪府,関西
6,557,50,近鉄長野線,長野線,川西,川西,,,2295,10090,近鉄長野線,川西,大阪府,関西
6,557,60,近鉄長野線,長野線,滝谷不動,滝谷不動,,,2295,22760,近鉄長野線,滝谷不動,大阪府,関西
6,557,70,近鉄長野線,長野線,汐ノ宮,汐ノ宮,,,2295,17070,近鉄長野線,汐ノ宮,大阪府,関西
6,557,80,近鉄長野線,長野線,河内長野,河内長野,6,193,2295,10033,近鉄長野線,河内長野,大阪府,関西
6,558,10,近鉄道明寺線,道明寺線,道明寺,道明寺,6,190,2300,25880,近鉄道明寺線,道明寺,大阪府,関西
6,558,20,近鉄道明寺線,道明寺線,柏原南口,柏原南口,,,2300,8020,近鉄道明寺線,柏原南口,大阪府,関西
6,558,30,近鉄道明寺線,道明寺線,柏原,柏原,6,130,2300,8000,近鉄道明寺線,柏原,大阪府,関西
6,559,10,近鉄御所線,御所線,尺土,尺土,6,192,2325,18390,近鉄御所線,尺土,奈良県,関西
6,559,20,近鉄御所線,御所線,近鉄新庄,近鉄新庄,,,2325,12280,近鉄御所線,近鉄新庄,奈良県,関西
6,559,30,近鉄御所線,御所線,忍海,忍海,,,2325,6840,近鉄御所線,忍海,奈良県,関西
6,559,40,近鉄御所線,御所線,近鉄御所,近鉄御所,,,2325,12260,近鉄御所線,近鉄御所,奈良県,関西
6,560,10,近鉄京都線,近鉄京都線,京都,京都,6,2,2305,12010,近鉄京都線,京都,京都府,関西
6,560,20,近鉄京都線,近鉄京都線,東寺,東寺,,,2305,25650,近鉄京都線,東寺,京都府,関西
6,560,30,近鉄京都線,近鉄京都線,十条,十条,,,2305,18450,近鉄京都線,十条,京都府,関西
6,560,40,近鉄京都線,近鉄京都線,上鳥羽口,上鳥羽口,,,2305,9220,近鉄京都線,上鳥羽口,京都府,関西
6,560,50,近鉄京都線,近鉄京都線,竹田,竹田,6,239,2305,22903,近鉄京都線,竹田,京都府,関西
6,560,60,近鉄京都線,近鉄京都線,伏見,伏見,,,2305,34000,近鉄京都線,伏見,京都府,関西
6,560,70,近鉄京都線,近鉄京都線,近鉄丹波橋,近鉄丹波橋,6,153,2305,12290,近鉄京都線,近鉄丹波橋,京都府,関西
6,560,80,近鉄京都線,近鉄京都線,桃山御陵前,桃山御陵前,,,2305,39420,近鉄京都線,桃山御陵前,京都府,関西
6,560,90,近鉄京都線,近鉄京都線,向島,向島,,,2305,38620,近鉄京都線,向島,京都府,関西
6,560,100,近鉄京都線,近鉄京都線,小倉,小倉,,,2305,6710,近鉄京都線,小倉,京都府,関西
6,560,110,近鉄京都線,近鉄京都線,伊勢田,伊勢田,,,2305,2700,近鉄京都線,伊勢田,京都府,関西
6,560,120,近鉄京都線,近鉄京都線,大久保,大久保,,,2305,5613,近鉄京都線,大久保,京都府,関西
6,560,130,近鉄京都線,近鉄京都線,久津川,久津川,,,2305,12740,近鉄京都線,久津川,京都府,関西
6,560,140,近鉄京都線,近鉄京都線,寺田,寺田,,,2305,25250,近鉄京都線,寺田,京都府,関西
6,560,150,近鉄京都線,近鉄京都線,富野荘,富野荘,,,2305,26260,近鉄京都線,富野荘,京都府,関西
6,560,160,近鉄京都線,近鉄京都線,新田辺,新田辺,,,2305,19830,近鉄京都線,新田辺,京都府,関西
6,560,170,近鉄京都線,近鉄京都線,興戸,興戸,,,2305,14190,近鉄京都線,興戸,京都府,関西
6,560,180,近鉄京都線,近鉄京都線,三山木,三山木,,,2305,38360,近鉄京都線,三山木,京都府,関西
6,560,185,近鉄京都線,近鉄京都線,近鉄宮津,近鉄宮津,,,2305,12360,近鉄京都線,近鉄宮津,京都府,関西
6,560,190,近鉄京都線,近鉄京都線,狛田,狛田,,,2305,15350,近鉄京都線,狛田,京都府,関西
6,560,200,近鉄京都線,近鉄京都線,新祝園,新祝園,,,2305,20200,近鉄京都線,新祝園,京都府,関西
6,560,205,近鉄京都線,近鉄京都線,木津川台,木津川台,,,2305,11670,近鉄京都線,木津川台,京都府,関西
6,560,210,近鉄京都線,近鉄京都線,山田川,山田川,,,2305,40350,近鉄京都線,山田川,京都府,関西
6,560,220,近鉄京都線,近鉄京都線,高の原,高の原,,,2305,22500,近鉄京都線,高の原,奈良県,関西
6,560,230,近鉄京都線,近鉄京都線,平城,平城,,,2305,34630,近鉄京都線,平城,奈良県,関西
6,560,240,近鉄京都線,近鉄京都線,大和西大寺,大和西大寺,6,186,2305,40420,近鉄京都線,大和西大寺,奈良県,関西
6,561,10,近鉄生駒線,生駒線,生駒,生駒,6,185,2260,2090,近鉄生駒線,生駒,奈良県,関西
6,561,20,近鉄生駒線,生駒線,菜畑,菜畑,,,2260,27860,近鉄生駒線,菜畑,奈良県,関西
6,561,30,近鉄生駒線,生駒線,一分,一分,,,2260,3140,近鉄生駒線,一分,奈良県,関西
6,561,40,近鉄生駒線,生駒線,南生駒,南生駒,,,2260,37290,近鉄生駒線,南生駒,奈良県,関西
6,561,50,近鉄生駒線,生駒線,萩の台,萩の台,,,2260,30210,近鉄生駒線,萩の台,奈良県,関西
6,561,60,近鉄生駒線,生駒線,東山,東山,,,2260,32520,近鉄生駒線,東山,奈良県,関西
6,561,70,近鉄生駒線,生駒線,元山上口,元山上口,,,2260,39240,近鉄生駒線,元山上口,奈良県,関西
6,561,80,近鉄生駒線,生駒線,平群,平群,,,2260,34730,近鉄生駒線,平群,奈良県,関西
6,561,90,近鉄生駒線,生駒線,竜田川,竜田川,,,2260,23160,近鉄生駒線,竜田川,奈良県,関西
6,561,100,近鉄生駒線,生駒線,勢野北口,勢野北口,,,2260,21320,近鉄生駒線,勢野北口,奈良県,関西
6,561,110,近鉄生駒線,生駒線,信貴山下,信貴山下,,,2260,17220,近鉄生駒線,信貴山下,奈良県,関西
6,561,120,近鉄生駒線,生駒線,王寺,王寺,6,129,2260,5191,近鉄生駒線,王寺,奈良県,関西
6,562,10,近鉄田原本線,田原本線,新王寺,新王寺,6,129,2320,19140,近鉄田原本線,新王寺,奈良県,関西
6,562,20,近鉄田原本線,田原本線,大輪田,大輪田,,,2320,6440,近鉄田原本線,大輪田,奈良県,関西
6,562,30,近鉄田原本線,田原本線,佐味田川,佐味田川,,,2320,16500,近鉄田原本線,佐味田川,奈良県,関西
6,562,40,近鉄田原本線,田原本線,池部,池部,,,2320,2080,近鉄田原本線,池部,奈良県,関西
6,562,50,近鉄田原本線,田原本線,箸尾,箸尾,,,2320,30450,近鉄田原本線,箸尾,奈良県,関西
6,562,60,近鉄田原本線,田原本線,但馬,但馬,,,2320,23010,近鉄田原本線,但馬,奈良県,関西
6,562,70,近鉄田原本線,田原本線,黒田,黒田,,,2320,13210,近鉄田原本線,黒田,奈良県,関西
6,562,80,近鉄田原本線,田原本線,西田原本,西田原本,6,188,2320,29040,近鉄田原本線,西田原本,奈良県,関西
6,563,10,近鉄けいはんな線,けいはんな,長田,長田,6,235,2245,27183,近鉄けいはんな線,長田,大阪府,関西
6,563,20,近鉄けいはんな線,けいはんな,荒本,荒本,,,2245,1570,近鉄けいはんな線,荒本,大阪府,関西
6,563,30,近鉄けいはんな線,けいはんな,吉田,吉田,,,2245,40990,近鉄けいはんな線,吉田,大阪府,関西
6,563,40,近鉄けいはんな線,けいはんな,新石切,新石切,,,2245,19020,近鉄けいはんな線,新石切,大阪府,関西
6,563,50,近鉄けいはんな線,けいはんな,生駒,生駒,6,185,2245,2090,近鉄けいはんな線,生駒,奈良県,関西
6,563,60,近鉄けいはんな線,けいはんな,白庭台,白庭台,,,2245,79975,近鉄けいはんな線,白庭台,奈良県,関西
6,563,70,近鉄けいはんな線,けいはんな,学研北生駒,学研北生駒,,,2245,79980,近鉄けいはんな線,学研北生駒,奈良県,関西
6,563,80,近鉄けいはんな線,けいはんな,学研奈良登美ヶ丘,奈良登美丘,,,2245,79985,近鉄けいはんな線,学研奈良登美ヶ丘,奈良県,関西
6,564,210,近鉄西信貴ケーブル,西信貴鋼索,信貴山口,信貴山口,6,314,7590,17210,近鉄西信貴ケーブル,信貴山口,大阪府,関西
6,564,220,近鉄西信貴ケーブル,西信貴鋼索,高安山,高安山,,,7590,83755,近鉄西信貴ケーブル,高安山,大阪府,関西
6,565,210,近鉄生駒ケーブル線,生駒鋼索線,鳥居前,鳥居前,6,185,2240,26690,近鉄生駒鋼索線,鳥居前,奈良県,関西
6,565,220,近鉄生駒ケーブル線,生駒鋼索線,宝山寺,宝山寺,,,2240,34810,近鉄生駒鋼索線,宝山寺,奈良県,関西
6,565,230,近鉄生駒ケーブル線,生駒鋼索線,梅屋敷,梅屋敷,,,2240,4670,近鉄生駒鋼索線,梅屋敷,奈良県,関西
6,565,240,近鉄生駒ケーブル線,生駒鋼索線,霞ヶ丘,霞ヶ丘,,,2240,8283,近鉄生駒鋼索線,霞ケ丘,奈良県,関西
6,565,250,近鉄生駒ケーブル線,生駒鋼索線,生駒山上,生駒山上,,,2240,2100,近鉄生駒鋼索線,生駒山上,奈良県,関西
6,570,210,伊賀鉄道,伊賀鉄道,伊賀上野,伊賀上野,6,302,2280,1890,伊賀鉄道伊賀線,伊賀上野,三重県,関西
6,570,220,伊賀鉄道,伊賀鉄道,新居,新居,,,2280,1420,伊賀鉄道伊賀線,新居,三重県,関西
6,570,230,伊賀鉄道,伊賀鉄道,西大手,西大手,,,2280,28450,伊賀鉄道伊賀線,西大手,三重県,関西
6,570,240,伊賀鉄道,伊賀鉄道,上野市,上野市,,,2280,4040,伊賀鉄道伊賀線,上野市,三重県,関西
6,570,250,伊賀鉄道,伊賀鉄道,広小路,広小路,,,2280,33430,伊賀鉄道伊賀線,広小路,三重県,関西
6,570,260,伊賀鉄道,伊賀鉄道,茅町,茅町,,,2280,9700,伊賀鉄道伊賀線,茅町,三重県,関西
6,570,270,伊賀鉄道,伊賀鉄道,桑町,桑町,,,2280,13290,伊賀鉄道伊賀線,桑町,三重県,関西
6,570,273,伊賀鉄道,伊賀鉄道,四十九,四十九,,,2280,13285,伊賀鉄道伊賀線,四十九,三重県,関西
6,570,280,伊賀鉄道,伊賀鉄道,猪田道,猪田道,,,2280,2940,伊賀鉄道伊賀線,猪田道,三重県,関西
6,570,290,伊賀鉄道,伊賀鉄道,市部,市部,,,2280,3150,伊賀鉄道伊賀線,市部,三重県,関西
6,570,300,伊賀鉄道,伊賀鉄道,依那古,依那古,,,2280,3270,伊賀鉄道伊賀線,依那古,三重県,関西
6,570,310,伊賀鉄道,伊賀鉄道,丸山,丸山,,,2280,36203,伊賀鉄道伊賀線,丸山,三重県,関西
6,570,320,伊賀鉄道,伊賀鉄道,上林,上林,,,2280,4080,伊賀鉄道伊賀線,上林,三重県,関西
6,570,330,伊賀鉄道,伊賀鉄道,比土,比土,,,2280,32860,伊賀鉄道伊賀線,比土,三重県,関西
6,570,340,伊賀鉄道,伊賀鉄道,伊賀神戸,伊賀神戸,6,310,2280,1900,伊賀鉄道伊賀線,伊賀神戸,三重県,関西
6,571,10,近江鉄道本線,近江鉄道線,米原,米原,6,1,2430,35550,近江鉄道本線,米原,滋賀県,関西
6,571,15,近江鉄道本線,近江鉄道線,フジテック前,フジテック,,,2430,80020,近江鉄道本線,フジテック前,滋賀県,関西
6,571,20,近江鉄道本線,近江鉄道線,鳥居本,鳥居本,,,2430,26700,近江鉄道本線,鳥居本,滋賀県,関西
6,571,30,近江鉄道本線,近江鉄道線,彦根,彦根,6,17,2430,32670,近江鉄道本線,彦根,滋賀県,関西
6,571,35,近江鉄道本線,近江鉄道線,ひこね芹川,ひこね芹川,,,2430,32675,近江鉄道本線,ひこね芹川,滋賀県,関西
6,571,40,近江鉄道本線,近江鉄道線,彦根口,彦根口,,,2430,32680,近江鉄道本線,彦根口,滋賀県,関西
