沿線CD	駅CD	沿線名	駅名	都道府県名
3510	66875	北陸鉄道浅野川線	上諸江	石川県
3510	66880	北陸鉄道浅野川線	磯部	石川県
3510	66885	北陸鉄道浅野川線	割出	石川県
3510	66890	北陸鉄道浅野川線	三口	石川県
3510	66895	北陸鉄道浅野川線	三ツ屋	石川県
3510	66900	北陸鉄道浅野川線	大河端	石川県
3510	66905	北陸鉄道浅野川線	北間	石川県
3510	66910	北陸鉄道浅野川線	蚊爪	石川県
3510	66915	北陸鉄道浅野川線	粟ヶ崎	石川県
3510	66920	北陸鉄道浅野川線	内灘	石川県
3515	66925	北陸鉄道石川線	野町	石川県
3515	66930	北陸鉄道石川線	西泉	石川県
3515	75805	北陸鉄道石川線	新西金沢	石川県
3515	66935	北陸鉄道石川線	押野	石川県
3515	66940	北陸鉄道石川線	野々市	石川県
3515	66945	北陸鉄道石川線	野々市工大前	石川県
3515	66950	北陸鉄道石川線	馬替	石川県
3515	66955	北陸鉄道石川線	額住宅前	石川県
3515	66960	北陸鉄道石川線	乙丸	石川県
3515	66965	北陸鉄道石川線	四十万	石川県
3515	83845	北陸鉄道石川線	陽羽里	石川県
3515	66970	北陸鉄道石川線	曽谷	石川県
3515	66975	北陸鉄道石川線	道法寺	石川県
3515	66980	北陸鉄道石川線	井口	石川県
3515	66985	北陸鉄道石川線	小柳	石川県
3515	66990	北陸鉄道石川線	日御子	石川県
3515	66995	北陸鉄道石川線	鶴来	石川県
3520	75800	福井鉄道福武線	越前武生	福井県
3520	67010	福井鉄道福武線	北府	福井県
3520	67013	福井鉄道福武線	スポーツ公園	福井県
3520	67015	福井鉄道福武線	家久	福井県
3520	67020	福井鉄道福武線	サンドーム西	福井県
3520	67025	福井鉄道福武線	西鯖江	福井県
3520	67030	福井鉄道福武線	西山公園	福井県
3520	67035	福井鉄道福武線	水落	福井県
3520	67040	福井鉄道福武線	神明	福井県
3520	67045	福井鉄道福武線	鳥羽中	福井県
3520	67050	福井鉄道福武線	三十八社	福井県
3520	67053	福井鉄道福武線	泰澄の里	福井県
3520	67055	福井鉄道福武線	浅水	福井県
3520	67060	福井鉄道福武線	ハーモニーホール	福井県
3520	67063	福井鉄道福武線	清明	福井県
3520	67065	福井鉄道福武線	江端	福井県
3520	67070	福井鉄道福武線	ベル前	福井県
3520	67075	福井鉄道福武線	花堂	福井県
3520	67080	福井鉄道福武線	赤十字前	福井県
3520	67085	福井鉄道福武線	商工会議所前	福井県
3520	67090	福井鉄道福武線	足羽山公園口	福井県
3520	67095	福井鉄道福武線	福井城址大名町	福井県
3520	75795	福井鉄道福武線	福井駅	福井県
3520	67100	福井鉄道福武線	仁愛女子高校	福井県
3520	67105	福井鉄道福武線	田原町	福井県
3525	64475	えちぜん鉄道勝山線	福井	福井県
3525	67110	えちぜん鉄道勝山線	新福井	福井県
3525	67215	えちぜん鉄道勝山線	福井口	福井県
3525	67115	えちぜん鉄道勝山線	越前開発	福井県
3525	67120	えちぜん鉄道勝山線	越前新保	福井県
3525	67125	えちぜん鉄道勝山線	追分口	福井県
3525	67130	えちぜん鉄道勝山線	東藤島	福井県
3525	67135	えちぜん鉄道勝山線	越前島橋	福井県
3525	67140	えちぜん鉄道勝山線	観音町	福井県
3525	67145	えちぜん鉄道勝山線	松岡	福井県
3525	67150	えちぜん鉄道勝山線	志比堺	福井県
3525	67155	えちぜん鉄道勝山線	永平寺口	福井県
3525	67160	えちぜん鉄道勝山線	下志比	福井県
3525	67165	えちぜん鉄道勝山線	光明寺	福井県
3525	67170	えちぜん鉄道勝山線	轟	福井県
3525	67175	えちぜん鉄道勝山線	越前野中	福井県
3525	67180	えちぜん鉄道勝山線	山王	福井県
3525	67185	えちぜん鉄道勝山線	越前竹原	福井県
3525	67190	えちぜん鉄道勝山線	小舟渡	福井県
3525	67195	えちぜん鉄道勝山線	保田	福井県
3525	67200	えちぜん鉄道勝山線	発坂	福井県
3525	67205	えちぜん鉄道勝山線	比島	福井県
3525	67210	えちぜん鉄道勝山線	勝山	福井県
3530	67215	えちぜん鉄道三国線	福井口	福井県
3530	83857	えちぜん鉄道三国線	まつもと町屋	福井県
3530	67220	えちぜん鉄道三国線	西別院	福井県
3530	67105	えちぜん鉄道三国線	田原町	福井県
3530	67225	えちぜん鉄道三国線	福大前西福井	福井県
3530	83295	えちぜん鉄道三国線	日華化学前	福井県
3530	83330	えちぜん鉄道三国線	八ツ島	福井県
3530	67230	えちぜん鉄道三国線	新田塚	福井県
3530	67235	えちぜん鉄道三国線	中角	福井県
3530	67240	えちぜん鉄道三国線	鷲塚針原	福井県
3530	67245	えちぜん鉄道三国線	太郎丸エンゼルランド	福井県
3530	67250	えちぜん鉄道三国線	西春江ハートピア	福井県
3530	67255	えちぜん鉄道三国線	西長田ゆりの里	福井県
3530	67260	えちぜん鉄道三国線	下兵庫こうふく	福井県
3530	67265	えちぜん鉄道三国線	大関	福井県
3530	67270	えちぜん鉄道三国線	本荘	福井県
3530	67275	えちぜん鉄道三国線	番田	福井県
3530	67280	えちぜん鉄道三国線	あわら湯のまち	福井県
3530	67285	えちぜん鉄道三国線	水居	福井県
3530	67290	えちぜん鉄道三国線	三国神社	福井県
3530	67295	えちぜん鉄道三国線	三国	福井県
3530	67300	えちぜん鉄道三国線	三国港	福井県
3540	65155	のと鉄道・七尾線	和倉温泉	石川県
3540	67335	のと鉄道・七尾線	田鶴浜	石川県
3540	67340	のと鉄道・七尾線	笠師保	石川県
3540	67345	のと鉄道・七尾線	能登中島	石川県
3540	67350	のと鉄道・七尾線	西岸	石川県
3540	67355	のと鉄道・七尾線	能登鹿島	石川県
3540	79910	のと鉄道・七尾線	穴水	石川県
2475	64460	ＪＲ北陸本線	新疋田	福井県
3365	64460	ＪＲ北陸本線	新疋田	福井県
3365	64465	ＪＲ北陸本線	敦賀	福井県
3365	64240	ＪＲ北陸本線	南今庄	福井県
3365	64245	ＪＲ北陸本線	今庄	福井県
3365	64250	ＪＲ北陸本線	湯尾	福井県
3365	64255	ＪＲ北陸本線	南条	福井県
3365	64260	ＪＲ北陸本線	王子保	福井県
3365	64470	ＪＲ北陸本線	武生	福井県
3365	64265	ＪＲ北陸本線	鯖江	福井県
3365	64270	ＪＲ北陸本線	北鯖江	福井県
3365	64275	ＪＲ北陸本線	大土呂	福井県
3365	64510	ＪＲ北陸本線	越前花堂	福井県
3365	64475	ＪＲ北陸本線	福井	福井県
3365	64280	ＪＲ北陸本線	森田	福井県
3365	64285	ＪＲ北陸本線	春江	福井県
3365	64290	ＪＲ北陸本線	丸岡	福井県
3365	64295	ＪＲ北陸本線	芦原温泉	福井県
3365	64300	ＪＲ北陸本線	細呂木	福井県
3365	64305	ＪＲ北陸本線	牛ノ谷	福井県
3365	64310	ＪＲ北陸本線	大聖寺	石川県
3365	64315	ＪＲ北陸本線	加賀温泉	石川県
3365	64320	ＪＲ北陸本線	動橋	石川県
3365	64325	ＪＲ北陸本線	粟津	石川県
3365	64330	ＪＲ北陸本線	小松	石川県
3365	64335	ＪＲ北陸本線	明峰	石川県
3365	64340	ＪＲ北陸本線	能美根上	石川県
3365	64345	ＪＲ北陸本線	小舞子	石川県
3365	64350	ＪＲ北陸本線	美川	石川県
3365	64355	ＪＲ北陸本線	加賀笠間	石川県
3365	64360	ＪＲ北陸本線	松任	石川県
3365	64365	ＪＲ北陸本線	野々市	石川県
3365	64455	ＪＲ北陸本線	西金沢	石川県
3365	64480	ＪＲ北陸本線	金沢	石川県
7625	64480	ＩＲいしかわ鉄道	金沢	石川県
7625	64370	ＩＲいしかわ鉄道	東金沢	石川県
7625	64375	ＩＲいしかわ鉄道	森本	石川県
7625	64485	ＩＲいしかわ鉄道	津幡	石川県
7625	64380	ＩＲいしかわ鉄道	倶利伽羅	石川県
3390	64465	ＪＲ小浜線	敦賀	福井県
3390	64850	ＪＲ小浜線	西敦賀	福井県
3390	64855	ＪＲ小浜線	粟野	福井県
3390	64860	ＪＲ小浜線	東美浜	福井県
3390	64865	ＪＲ小浜線	美浜	福井県
3390	64870	ＪＲ小浜線	気山	福井県
3390	64875	ＪＲ小浜線	三方	福井県
3390	64880	ＪＲ小浜線	藤井	福井県
3390	64885	ＪＲ小浜線	十村	福井県
3390	64890	ＪＲ小浜線	大鳥羽	福井県
3390	64895	ＪＲ小浜線	若狭有田	福井県
3390	64900	ＪＲ小浜線	上中	福井県
3390	64905	ＪＲ小浜線	新平野	福井県
3390	64910	ＪＲ小浜線	東小浜	福井県
3390	64915	ＪＲ小浜線	小浜	福井県
3390	64920	ＪＲ小浜線	勢浜	福井県
3390	64925	ＪＲ小浜線	加斗	福井県
3390	64930	ＪＲ小浜線	若狭本郷	福井県
3390	64935	ＪＲ小浜線	若狭和田	福井県
3390	64940	ＪＲ小浜線	若狭高浜	福井県
3390	64945	ＪＲ小浜線	三松	福井県
3390	64950	ＪＲ小浜線	青郷	福井県
2530	64950	ＪＲ舞鶴線	青郷	福井県
3497	66640	富山地鉄富山都心線	丸の内	富山県
3497	67315	富山地鉄富山都心線	国際会議場前	富山県
3497	67320	富山地鉄富山都心線	大手モール	富山県
3497	67325	富山地鉄富山都心線	グランドプラザ前	富山県
3497	83750	富山地鉄富山都心線	中町（西町北）	富山県
3497	66670	富山地鉄富山都心線	荒町	富山県
7630	64380	あいの風とやま鉄道	倶利伽羅	石川県
7630	64385	あいの風とやま鉄道	石動	富山県
7630	64390	あいの風とやま鉄道	福岡	富山県
7630	64395	あいの風とやま鉄道	西高岡	富山県
7630	64397	あいの風とやま鉄道	高岡やぶなみ	富山県
7630	64490	あいの風とやま鉄道	高岡	富山県
7630	64400	あいの風とやま鉄道	越中大門	富山県
7630	64405	あいの風とやま鉄道	小杉	富山県
7630	64410	あいの風とやま鉄道	呉羽	富山県
7630	64495	あいの風とやま鉄道	富山	富山県
7630	64415	あいの風とやま鉄道	東富山	富山県
7630	64420	あいの風とやま鉄道	水橋	富山県
7630	64500	あいの風とやま鉄道	滑川	富山県
7630	64425	あいの風とやま鉄道	東滑川	富山県
7630	64505	あいの風とやま鉄道	魚津	富山県
7630	64430	あいの風とやま鉄道	黒部	富山県
7630	64435	あいの風とやま鉄道	生地	富山県
7630	64440	あいの風とやま鉄道	西入善	富山県
7630	64445	あいの風とやま鉄道	入善	富山県
7630	64450	あいの風とやま鉄道	泊	富山県
7630	62375	あいの風とやま鉄道	越中宮崎	富山県
7630	62380	あいの風とやま鉄道	市振	新潟県
0563	13510	成田スカイアクセス	京成上野	東京都
0563	29650	成田スカイアクセス	日暮里	東京都
0563	00190	成田スカイアクセス	青砥	東京都
0563	13600	成田スカイアクセス	京成高砂	東京都
0563	32400	成田スカイアクセス	東松戸	千葉県
0563	19270	成田スカイアクセス	新鎌ヶ谷	千葉県
0563	24230	成田スカイアクセス	千葉ニュータウン中央	千葉県
0563	03990	成田スカイアクセス	印旛日本医大	千葉県
0563	03995	成田スカイアクセス	成田湯川	千葉県
0563	12430	成田スカイアクセス	空港第２ビル	千葉県
0563	28020	成田スカイアクセス	成田空港	千葉県
0160	01030	ＪＲ東海道本線	熱海	静岡県
0160	10310	ＪＲ東海道本線	函南	静岡県
0160	36720	ＪＲ東海道本線	三島	静岡県
0160	29810	ＪＲ東海道本線	沼津	静岡県
0160	08450	ＪＲ東海道本線	片浜	静岡県
0160	31210	ＪＲ東海道本線	原	静岡県
0160	32000	ＪＲ東海道本線	東田子の浦	静岡県
0160	41110	ＪＲ東海道本線	吉原	静岡県
0160	33790	ＪＲ東海道本線	富士	静岡県
0155	01030	東海道新幹線	熱海	静岡県
0155	36720	東海道新幹線	三島	静岡県
0155	20170	東海道新幹線	新富士	静岡県
0155	17330	東海道新幹線	静岡	静岡県
0155	64110	東海道新幹線	掛川	静岡県
0155	31150	東海道新幹線	浜松	静岡県
0155	26610	東海道新幹線	豊橋	愛知県
0155	36350	東海道新幹線	三河安城	愛知県
0155	27730	東海道新幹線	名古屋	愛知県
0155	75930	東海道新幹線	岐阜羽島	岐阜県
0165	20940	ＪＲ御殿場線	駿河小山	静岡県
0165	00870	ＪＲ御殿場線	足柄	静岡県
0165	15060	ＪＲ御殿場線	御殿場	静岡県
0165	37510	ＪＲ御殿場線	南御殿場	静岡県
0165	33840	ＪＲ御殿場線	富士岡	静岡県
0165	03890	ＪＲ御殿場線	岩波	静岡県
0165	20740	ＪＲ御殿場線	裾野	静岡県
0165	53920	ＪＲ御殿場線	長泉なめり	静岡県
0165	18200	ＪＲ御殿場線	下土狩	静岡県
0165	05510	ＪＲ御殿場線	大岡	静岡県
0165	29810	ＪＲ御殿場線	沼津	静岡県
2420	64000	ＪＲ東海道本線	富士川	静岡県
2420	64005	ＪＲ東海道本線	新蒲原	静岡県
2420	64010	ＪＲ東海道本線	蒲原	静岡県
2420	64015	ＪＲ東海道本線	由比	静岡県
2420	64020	ＪＲ東海道本線	興津	静岡県
2420	64025	ＪＲ東海道本線	清水	静岡県
2420	64100	ＪＲ東海道本線	草薙	静岡県
2420	64030	ＪＲ東海道本線	東静岡	静岡県
2420	17330	ＪＲ東海道本線	静岡	静岡県
2420	64035	ＪＲ東海道本線	安倍川	静岡県
2420	64040	ＪＲ東海道本線	用宗	静岡県
2420	64045	ＪＲ東海道本線	焼津	静岡県
2420	64050	ＪＲ東海道本線	西焼津	静岡県
2420	64055	ＪＲ東海道本線	藤枝	静岡県
2420	64060	ＪＲ東海道本線	六合	静岡県
2420	64065	ＪＲ東海道本線	島田	静岡県
2420	64105	ＪＲ東海道本線	金谷	静岡県
2420	64070	ＪＲ東海道本線	菊川	静岡県
2420	64110	ＪＲ東海道本線	掛川	静岡県
2420	64075	ＪＲ東海道本線	愛野	静岡県
2420	64080	ＪＲ東海道本線	袋井	静岡県
2420	64082	ＪＲ東海道本線	御厨	静岡県
2420	64085	ＪＲ東海道本線	磐田	静岡県
2420	64090	ＪＲ東海道本線	豊田町	静岡県
2420	64095	ＪＲ東海道本線	天竜川	静岡県
2420	31150	ＪＲ東海道本線	浜松	静岡県
2420	22400	ＪＲ東海道本線	高塚	静岡県
2420	35510	ＪＲ東海道本線	舞阪	静岡県
2420	34770	ＪＲ東海道本線	弁天島	静岡県
2420	01430	ＪＲ東海道本線	新居町	静岡県
2420	41710	ＪＲ東海道本線	鷲津	静岡県
2420	19710	ＪＲ東海道本線	新所原	静岡県
2420	34200	ＪＲ東海道本線	二川	愛知県
2420	26610	ＪＲ東海道本線	豊橋	愛知県
2420	28760	ＪＲ東海道本線	西小坂井	愛知県
2420	00060	ＪＲ東海道本線	愛知御津	愛知県
2420	36380	ＪＲ東海道本線	三河大塚	愛知県
2420	36560	ＪＲ東海道本線	三河三谷	愛知県
2420	08910	ＪＲ東海道本線	蒲郡	愛知県
2420	36450	ＪＲ東海道本線	三河塩津	愛知県
2420	16670	ＪＲ東海道本線	三ケ根	愛知県
2420	14130	ＪＲ東海道本線	幸田	愛知県
2420	83730	ＪＲ東海道本線	相見	愛知県
2420	06480	ＪＲ東海道本線	岡崎	愛知県
2420	28490	ＪＲ東海道本線	西岡崎	愛知県
2420	01740	ＪＲ東海道本線	安城	愛知県
2420	36350	ＪＲ東海道本線	三河安城	愛知県
2420	31810	ＪＲ東海道本線	東刈谷	愛知県
2420	80770	ＪＲ東海道本線	野田新町	愛知県
2420	09790	ＪＲ東海道本線	刈谷	愛知県
2420	00070	ＪＲ東海道本線	逢妻	愛知県
2420	06220	ＪＲ東海道本線	大府	愛知県
2420	12090	ＪＲ東海道本線	共和	愛知県
2420	42210	ＪＲ東海道本線	南大高	愛知県
2420	05940	ＪＲ東海道本線	大高	愛知県
2420	07790	ＪＲ東海道本線	笠寺	愛知県
2420	01070	ＪＲ東海道本線	熱田	愛知県
2420	08730	ＪＲ東海道本線	金山	愛知県
2420	07000	ＪＲ東海道本線	尾頭橋	愛知県
2420	27730	ＪＲ東海道本線	名古屋	愛知県
2420	33480	ＪＲ東海道本線	枇杷島	愛知県
2420	12110	ＪＲ東海道本線	清洲	愛知県
2420	03290	ＪＲ東海道本線	稲沢	愛知県
2420	07350	ＪＲ東海道本線	尾張一宮	愛知県
2420	10840	ＪＲ東海道本線	木曽川	愛知県
2420	11780	ＪＲ東海道本線	岐阜	岐阜県
2420	28670	ＪＲ東海道本線	西岐阜	岐阜県
2420	35130	ＪＲ東海道本線	穂積	岐阜県
2420	05530	ＪＲ東海道本線	大垣	岐阜県
2420	01450	ＪＲ東海道本線	荒尾	岐阜県
2420	37870	ＪＲ東海道本線	美濃赤坂	岐阜県
2420	23680	ＪＲ東海道本線	垂井	岐阜県
2420	21110	ＪＲ東海道本線	関ケ原	岐阜県
3010	06220	ＪＲ武豊線	大府	愛知県
3010	07370	ＪＲ武豊線	尾張森岡	愛知県
3010	06600	ＪＲ武豊線	緒川	愛知県
3010	02310	ＪＲ武豊線	石浜	愛知県
3010	31660	ＪＲ武豊線	東浦	愛知県
3010	09530	ＪＲ武豊線	亀崎	愛知県
3010	06980	ＪＲ武豊線	乙川	愛知県
3010	31430	ＪＲ武豊線	半田	愛知県
3010	32140	ＪＲ武豊線	東成岩	愛知県
3010	22920	ＪＲ武豊線	武豊	愛知県
3015	11780	ＪＲ高山本線	岐阜	岐阜県
3015	27600	ＪＲ高山本線	長森	岐阜県
3015	26820	ＪＲ高山本線	那加	岐阜県
3015	21820	ＪＲ高山本線	蘇原	岐阜県
3015	07560	ＪＲ高山本線	各務ヶ原	岐阜県
3015	04410	ＪＲ高山本線	鵜沼	岐阜県
3015	15900	ＪＲ高山本線	坂祝	岐阜県
3015	37890	ＪＲ高山本線	美濃太田	岐阜県
3015	15180	ＪＲ高山本線	古井	岐阜県
3015	26990	ＪＲ高山本線	中川辺	岐阜県
3015	17840	ＪＲ高山本線	下麻生	岐阜県
3015	09020	ＪＲ高山本線	上麻生	岐阜県
3015	18810	ＪＲ高山本線	白川口	岐阜県
3015	18340	ＪＲ高山本線	下油井	岐阜県
3015	32770	ＪＲ高山本線	飛騨金山	岐阜県
3015	39820	ＪＲ高山本線	焼石	岐阜県
3015	13810	ＪＲ高山本線	下呂	岐阜県
3015	21460	ＪＲ高山本線	禅昌寺	岐阜県
3015	32800	ＪＲ高山本線	飛騨萩原	岐阜県
3015	18740	ＪＲ高山本線	上呂	岐阜県
3015	32830	ＪＲ高山本線	飛騨宮田	岐阜県
3015	32760	ＪＲ高山本線	飛騨小坂	岐阜県
3015	27680	ＪＲ高山本線	渚	岐阜県
3015	12490	ＪＲ高山本線	久々野	岐阜県
3015	32750	ＪＲ高山本線	飛騨一ノ宮	岐阜県
3015	22620	ＪＲ高山本線	高山	岐阜県
3015	35030	ＪＲ高山本線	上枝	岐阜県
3015	32780	ＪＲ高山本線	飛騨国府	岐阜県
3015	32810	ＪＲ高山本線	飛騨古川	岐阜県
3015	20570	ＪＲ高山本線	杉崎	岐阜県
3015	32820	ＪＲ高山本線	飛騨細江	岐阜県
3015	24890	ＪＲ高山本線	角川	岐阜県
3015	15810	ＪＲ高山本線	坂上	岐阜県
3015	04370	ＪＲ高山本線	打保	岐阜県
3015	20600	ＪＲ高山本線	杉原	岐阜県
3030	37890	長良川鉄道	美濃太田	岐阜県
3030	65490	長良川鉄道	前平公園	岐阜県
3030	09630	長良川鉄道	加茂野	岐阜県
3030	65495	長良川鉄道	富加	岐阜県
3030	65500	長良川鉄道	関富岡	岐阜県
3030	21120	長良川鉄道	関口	岐阜県
3030	65505	長良川鉄道	刃物会館前	岐阜県
3030	76080	長良川鉄道	関	岐阜県
3030	65510	長良川鉄道	関市役所前	岐阜県
3030	65515	長良川鉄道	関下有知	岐阜県
3030	65520	長良川鉄道	松森	岐阜県
3030	37940	長良川鉄道	美濃市	岐阜県
3030	65525	長良川鉄道	梅山	岐阜県
3030	65530	長良川鉄道	湯の洞温泉口	岐阜県
3030	37980	長良川鉄道	洲原	岐阜県
3030	65535	長良川鉄道	母野	岐阜県
3030	15570	長良川鉄道	木尾	岐阜県
3030	31390	長良川鉄道	八坂	岐阜県
3030	65540	長良川鉄道	みなみ子宝温泉	岐阜県
3030	65545	長良川鉄道	大矢	岐阜県
3030	12630	長良川鉄道	福野	岐阜県
3030	09810	長良川鉄道	美並苅安	岐阜県
3030	12610	長良川鉄道	赤池	岐阜県
3030	33550	長良川鉄道	深戸	岐阜県
3030	37860	長良川鉄道	相生	岐阜県
3030	12620	長良川鉄道	郡上八幡	岐阜県
3030	65550	長良川鉄道	自然園前	岐阜県
3030	38110	長良川鉄道	山田	岐阜県
3030	26020	長良川鉄道	徳永	岐阜県
3030	65555	長良川鉄道	郡上大和	岐阜県
3030	36230	長良川鉄道	万場	岐阜県
3030	65560	長良川鉄道	上万場	岐阜県
3030	06120	長良川鉄道	大中	岐阜県
3030	05840	長良川鉄道	大島	岐阜県
3030	37970	長良川鉄道	美濃白鳥	岐阜県
3030	65565	長良川鉄道	白鳥高原	岐阜県
3030	65570	長良川鉄道	白山長滝	岐阜県
3030	34950	長良川鉄道	北濃	岐阜県
3020	23030	ＪＲ太多線	多治見	岐阜県
3020	13870	ＪＲ太多線	小泉	岐阜県
3020	29880	ＪＲ太多線	根本	岐阜県
3020	33050	ＪＲ太多線	姫	岐阜県
3020	18020	ＪＲ太多線	下切	岐阜県
3020	08740	ＪＲ太多線	可児	岐阜県
3020	37900	ＪＲ太多線	美濃川合	岐阜県
3020	37890	ＪＲ太多線	美濃太田	岐阜県
3355	61440	ＪＲ身延線	稲子	静岡県
3355	64120	ＪＲ身延線	芝川	静岡県
3355	64125	ＪＲ身延線	沼久保	静岡県
3355	64130	ＪＲ身延線	西富士宮	静岡県
3355	64135	ＪＲ身延線	富士宮	静岡県
3355	64140	ＪＲ身延線	源道寺	静岡県
3355	64145	ＪＲ身延線	富士根	静岡県
3355	64150	ＪＲ身延線	入山瀬	静岡県
3355	64155	ＪＲ身延線	竪堀	静岡県
3355	64160	ＪＲ身延線	柚木	静岡県
3355	33790	ＪＲ身延線	富士	静岡県
3005	61720	ＪＲ飯田線	小和田	静岡県
3005	64165	ＪＲ飯田線	大嵐	静岡県
3005	64170	ＪＲ飯田線	水窪	静岡県
3005	64175	ＪＲ飯田線	向市場	静岡県
3005	64180	ＪＲ飯田線	城西	静岡県
3005	64185	ＪＲ飯田線	相月	静岡県
3005	64190	ＪＲ飯田線	佐久間	静岡県
3005	64195	ＪＲ飯田線	中部天竜	静岡県
3005	64200	ＪＲ飯田線	下川合	静岡県
3005	64205	ＪＲ飯田線	早瀬	静岡県
3005	64210	ＪＲ飯田線	浦川	静岡県
3005	64215	ＪＲ飯田線	上市場	静岡県
3005	64220	ＪＲ飯田線	出馬	静岡県
3005	25570	ＪＲ飯田線	東栄	愛知県
3005	02050	ＪＲ飯田線	池場	愛知県
3005	36430	ＪＲ飯田線	三河川合	愛知県
3005	07600	ＪＲ飯田線	柿平	愛知県
3005	36540	ＪＲ飯田線	三河槙原	愛知県
3005	40760	ＪＲ飯田線	湯谷温泉	愛知県
3005	36390	ＪＲ飯田線	三河大野	愛知県
3005	35440	ＪＲ飯田線	本長篠	愛知県
3005	27070	ＪＲ飯田線	長篠城	愛知県
3005	26680	ＪＲ飯田線	鳥居	愛知県
3005	06280	ＪＲ飯田線	大海	愛知県
3005	36490	ＪＲ飯田線	三河東郷	愛知県
3005	24280	ＪＲ飯田線	茶臼山	愛知県
3005	31970	ＪＲ飯田線	東新町	愛知県
3005	19730	ＪＲ飯田線	新城	愛知県
3005	30070	ＪＲ飯田線	野田城	愛知県
3005	25680	ＪＲ飯田線	東上	愛知県
3005	04850	ＪＲ飯田線	江島	愛知県
3005	27640	ＪＲ飯田線	長山	愛知県
3005	36370	ＪＲ飯田線	三河一宮	愛知県
3005	26490	ＪＲ飯田線	豊川	愛知県
3005	04210	ＪＲ飯田線	牛久保	愛知県
3005	14800	ＪＲ飯田線	小坂井	愛知県
3005	18080	ＪＲ飯田線	下地	愛知県
3005	34530	ＪＲ飯田線	船町	愛知県
3005	26610	ＪＲ飯田線	豊橋	愛知県
0305	15840	ＪＲ中央線	坂下	岐阜県
3000	15840	ＪＲ中央本線	坂下	岐阜県
3000	06950	ＪＲ中央本線	落合川	岐阜県
3000	27230	ＪＲ中央本線	中津川	岐阜県
3000	37930	ＪＲ中央本線	美乃坂本	岐阜県
3000	04960	ＪＲ中央本線	恵那	岐阜県
3000	22930	ＪＲ中央本線	武並	岐阜県
3000	08960	ＪＲ中央本線	釜戸	岐阜県
3000	36750	ＪＲ中央本線	瑞浪	岐阜県
3000	25940	ＪＲ中央本線	土岐市	岐阜県
3000	23030	ＪＲ中央本線	多治見	岐阜県
3000	14770	ＪＲ中央本線	古虎渓	岐阜県
3000	18540	ＪＲ中央本線	定光寺	愛知県
3000	14100	ＪＲ中央本線	高蔵寺	愛知県
3000	20400	ＪＲ中央本線	神領	愛知県
3000	08050	ＪＲ中央本線	春日井	愛知県
3000	08480	ＪＲ中央本線	勝川	愛知県
3000	20350	ＪＲ中央本線	新守山	愛知県
3000	05910	ＪＲ中央本線	大曽根	愛知県
3000	23850	ＪＲ中央本線	千種	愛知県
3000	25050	ＪＲ中央本線	鶴舞	愛知県
3000	08730	ＪＲ中央本線	金山	愛知県
3000	27730	ＪＲ中央本線	名古屋	愛知県
3025	04960	明知鉄道	恵那	岐阜県
3025	32200	明知鉄道	東野	岐阜県
3025	66310	明知鉄道	飯沼	岐阜県
3025	00440	明知鉄道	阿木	岐阜県
3025	01840	明知鉄道	飯羽間	岐阜県
3025	51300	明知鉄道	極楽	岐阜県
3025	03940	明知鉄道	岩村	岐阜県
3025	30920	明知鉄道	花白温泉	岐阜県
3025	40210	明知鉄道	山岡	岐阜県
3025	66315	明知鉄道	野志	岐阜県
3025	00550	明知鉄道	明智	岐阜県
3060	26610	名鉄名古屋本線	豊橋	愛知県
3060	03210	名鉄名古屋本線	伊奈	愛知県
3060	06900	名鉄名古屋本線	小田渕	愛知県
3060	13910	名鉄名古屋本線	国府	愛知県
3060	15480	名鉄名古屋本線	御油	愛知県
3060	39040	名鉄名古屋本線	名電赤坂	愛知県
3060	39060	名鉄名古屋本線	名電長沢	愛知県
3060	39250	名鉄名古屋本線	本宿	愛知県
3060	39070	名鉄名古屋本線	名電山中	愛知県
3060	33870	名鉄名古屋本線	藤川	愛知県
3060	36240	名鉄名古屋本線	美合	愛知県
3060	07010	名鉄名古屋本線	男川	愛知県
3060	31730	名鉄名古屋本線	東岡崎	愛知県
3060	06490	名鉄名古屋本線	岡崎公園前	愛知県
3060	40130	名鉄名古屋本線	矢作橋	愛知県
3060	04390	名鉄名古屋本線	宇頭	愛知県
3060	19000	名鉄名古屋本線	新安城	愛知県
3060	04230	名鉄名古屋本線	牛田	愛知県
3060	24500	名鉄名古屋本線	知立	愛知県
3060	32870	名鉄名古屋本線	一ツ木	愛知県
3060	33990	名鉄名古屋本線	富士松	愛知県
3060	26480	名鉄名古屋本線	豊明	愛知県
3060	21400	名鉄名古屋本線	前後	愛知県
3060	24360	名鉄名古屋本線	中京競馬場前	愛知県
3060	01630	名鉄名古屋本線	有松	愛知県
3060	16000	名鉄名古屋本線	左京山	愛知県
3060	28100	名鉄名古屋本線	鳴海	愛知県
3060	39300	名鉄名古屋本線	本星崎	愛知県
3060	39220	名鉄名古屋本線	本笠寺	愛知県
3060	16040	名鉄名古屋本線	桜	愛知県
3060	41240	名鉄名古屋本線	呼続	愛知県
3060	35230	名鉄名古屋本線	堀田	愛知県
3060	19420	名鉄名古屋本線	神宮前	愛知県
3060	08730	名鉄名古屋本線	金山	愛知県
3060	27740	名鉄名古屋本線	山王	愛知県
3060	20040	名鉄名古屋本線	名鉄名古屋	愛知県
3060	16220	名鉄名古屋本線	栄生	愛知県
3060	32280	名鉄名古屋本線	東枇杷島	愛知県
