沿線CD	駅CD	沿線名	駅名	都道府県名
0020	15070	東京メトロ日比谷線	小伝馬町	東京都
0020	00480	東京メトロ日比谷線	秋葉原	東京都
0020	26940	東京メトロ日比谷線	仲御徒町	東京都
0020	04030	東京メトロ日比谷線	上野	東京都
0020	03760	東京メトロ日比谷線	入谷	東京都
0020	38130	東京メトロ日比谷線	三ノ輪	東京都
0020	37600	東京メトロ日比谷線	南千住	東京都
0020	11310	東京メトロ日比谷線	北千住	東京都
0025	27280	東京メトロ東西線	中野	東京都
0025	06940	東京メトロ東西線	落合	東京都
0025	22350	東京メトロ東西線	高田馬場	東京都
0025	41750	東京メトロ東西線	早稲田	東京都
0025	07710	東京メトロ東西線	神楽坂	東京都
0025	01820	東京メトロ東西線	飯田橋	東京都
0025	12720	東京メトロ東西線	九段下	東京都
0025	22950	東京メトロ東西線	竹橋	東京都
0025	06050	東京メトロ東西線	大手町	東京都
0025	29710	東京メトロ東西線	日本橋	東京都
0025	09680	東京メトロ東西線	茅場町	東京都
0025	39600	東京メトロ東西線	門前仲町	東京都
0025	11770	東京メトロ東西線	木場	東京都
0025	25900	東京メトロ東西線	東陽町	東京都
0025	37570	東京メトロ東西線	南砂町	東京都
0025	28520	東京メトロ東西線	西葛西	東京都
0025	07760	東京メトロ東西線	葛西	東京都
0025	04690	東京メトロ東西線	浦安	千葉県
0025	37450	東京メトロ東西線	南行徳	千葉県
0025	12030	東京メトロ東西線	行徳	千葉県
0025	38520	東京メトロ東西線	妙典	千葉県
0025	31240	東京メトロ東西線	原木中山	千葉県
0025	29360	東京メトロ東西線	西船橋	千葉県
0030	41290	東京メトロ千代田線	代々木上原	東京都
0030	41300	東京メトロ千代田線	代々木公園	東京都
0030	39010	東京メトロ千代田線	明治神宮前	東京都
0030	07240	東京メトロ千代田線	表参道	東京都
0030	30010	東京メトロ千代田線	乃木坂	東京都
0030	00300	東京メトロ千代田線	赤坂	東京都
0030	15020	東京メトロ千代田線	国会議事堂前	東京都
0030	08290	東京メトロ千代田線	霞ケ関	東京都
0030	33040	東京メトロ千代田線	日比谷	東京都
0030	29480	東京メトロ千代田線	二重橋前	東京都
0030	06050	東京メトロ千代田線	大手町	東京都
0030	19190	東京メトロ千代田線	新御茶ノ水	東京都
0030	40710	東京メトロ千代田線	湯島	東京都
0030	29860	東京メトロ千代田線	根津	東京都
0030	21530	東京メトロ千代田線	千駄木	東京都
0030	29160	東京メトロ千代田線	西日暮里	東京都
0030	35790	東京メトロ千代田線	町屋	東京都
0030	11310	東京メトロ千代田線	北千住	東京都
0030	01370	東京メトロ千代田線	綾瀬	東京都
0030	10900	東京メトロ千代田線	北綾瀬	東京都
0040	19330	東京メトロ有楽町線	新木場	東京都
0040	23180	東京メトロ有楽町線	辰巳	東京都
0040	26540	東京メトロ有楽町線	豊洲	東京都
0040	24650	東京メトロ有楽町線	月島	東京都
0040	19980	東京メトロ有楽町線	新富町	東京都
0040	12210	東京メトロ有楽町線	銀座一丁目	東京都
0040	40650	東京メトロ有楽町線	有楽町	東京都
0040	16170	東京メトロ有楽町線	桜田門	東京都
0040	27210	東京メトロ有楽町線	永田町	東京都
0040	14020	東京メトロ有楽町線	麹町	東京都
0040	02980	東京メトロ有楽町線	市ヶ谷	東京都
0040	01820	東京メトロ有楽町線	飯田橋	東京都
0040	04940	東京メトロ有楽町線	江戸川橋	東京都
0040	14760	東京メトロ有楽町線	護国寺	東京都
0040	31600	東京メトロ有楽町線	東池袋	東京都
0040	02060	東京メトロ有楽町線	池袋	東京都
0040	08710	東京メトロ有楽町線	要町	東京都
0040	21350	東京メトロ有楽町線	千川	東京都
0040	14950	東京メトロ有楽町線	小竹向原	東京都
0040	32630	東京メトロ有楽町線	氷川台	東京都
0040	34660	東京メトロ有楽町線	平和台	東京都
0040	04750	東京メトロ有楽町線	地下鉄赤塚	東京都
0040	04760	東京メトロ有楽町線	地下鉄成増	東京都
0040	41690	東京メトロ有楽町線	和光市	埼玉県
0035	14950	西武有楽町線	小竹向原	東京都
0035	19600	西武有楽町線	新桜台	東京都
0035	29900	西武有楽町線	練馬	東京都
0045	17640	東京メトロ半蔵門線	渋谷	東京都
0045	07240	東京メトロ半蔵門線	表参道	東京都
0045	00250	東京メトロ半蔵門線	青山一丁目	東京都
0045	27210	東京メトロ半蔵門線	永田町	東京都
0045	31420	東京メトロ半蔵門線	半蔵門	東京都
0045	12720	東京メトロ半蔵門線	九段下	東京都
0045	20210	東京メトロ半蔵門線	神保町	東京都
0045	06050	東京メトロ半蔵門線	大手町	東京都
0045	36980	東京メトロ半蔵門線	三越前	東京都
0045	20460	東京メトロ半蔵門線	水天宮前	東京都
0045	50050	東京メトロ半蔵門線	清澄白河	東京都
0045	20870	東京メトロ半蔵門線	住吉	東京都
0045	53960	東京メトロ半蔵門線	錦糸町	東京都
0045	06820	東京メトロ半蔵門線	押上	東京都
0050	39110	東京メトロ南北線	目黒	東京都
0050	18930	東京メトロ南北線	白金台	東京都
0050	18940	東京メトロ南北線	白金高輪	東京都
0050	00800	東京メトロ南北線	麻布十番	東京都
0050	41570	東京メトロ南北線	六本木一丁目	東京都
0050	23660	東京メトロ南北線	溜池山王	東京都
0050	27210	東京メトロ南北線	永田町	東京都
0050	41160	東京メトロ南北線	四ツ谷	東京都
0050	02980	東京メトロ南北線	市ヶ谷	東京都
0050	01820	東京メトロ南北線	飯田橋	東京都
0050	14430	東京メトロ南北線	後楽園	東京都
0050	25730	東京メトロ南北線	東大前	東京都
0050	35370	東京メトロ南北線	本駒込	東京都
0050	15330	東京メトロ南北線	駒込	東京都
0050	28560	東京メトロ南北線	西ヶ原	東京都
0050	05180	東京メトロ南北線	王子	東京都
0050	05830	東京メトロ南北線	王子神谷	東京都
0050	17810	東京メトロ南北線	志茂	東京都
0050	00390	東京メトロ南北線	赤羽岩淵	東京都
0043	17640	東京メトロ副都心線	渋谷	東京都
0043	39010	東京メトロ副都心線	明治神宮前	東京都
0043	80835	東京メトロ副都心線	北参道	東京都
0043	19690	東京メトロ副都心線	新宿三丁目	東京都
0043	50015	東京メトロ副都心線	東新宿	東京都
0043	80840	東京メトロ副都心線	西早稲田	東京都
0043	80845	東京メトロ副都心線	雑司が谷	東京都
0043	02060	東京メトロ副都心線	池袋	東京都
0043	08710	東京メトロ副都心線	要町	東京都
0043	21350	東京メトロ副都心線	千川	東京都
0043	14950	東京メトロ副都心線	小竹向原	東京都
0043	32630	東京メトロ副都心線	氷川台	東京都
0043	34660	東京メトロ副都心線	平和台	東京都
0043	04750	東京メトロ副都心線	地下鉄赤塚	東京都
0043	04760	東京メトロ副都心線	地下鉄成増	東京都
0043	41690	東京メトロ副都心線	和光市	埼玉県
0055	29410	都営浅草線	西馬込	東京都
0055	35690	都営浅草線	馬込	東京都
0055	27370	都営浅草線	中延	東京都
0055	26080	都営浅草線	戸越	東京都
0055	14970	都営浅草線	五反田	東京都
0055	22460	都営浅草線	高輪台	東京都
0055	21340	都営浅草線	泉岳寺	東京都
0055	36860	都営浅草線	三田	東京都
0055	22090	都営浅草線	大門	東京都
0055	20110	都営浅草線	新橋	東京都
0055	31870	都営浅草線	東銀座	東京都
0055	22650	都営浅草線	宝町	東京都
0055	29710	都営浅草線	日本橋	東京都
0055	29780	都営浅草線	人形町	東京都
0055	32170	都営浅草線	東日本橋	東京都
0055	00680	都営浅草線	浅草橋	東京都
0055	13010	都営浅草線	蔵前	東京都
0055	00670	都営浅草線	浅草	東京都
0055	35380	都営浅草線	本所吾妻橋	東京都
0055	06820	都営浅草線	押上	東京都
0060	39110	都営三田線	目黒	東京都
0060	18930	都営三田線	白金台	東京都
0060	18940	都営三田線	白金高輪	東京都
0060	36860	都営三田線	三田	東京都
0060	17570	都営三田線	芝公園	東京都
0060	07040	都営三田線	御成門	東京都
0060	04290	都営三田線	内幸町	東京都
0060	33040	都営三田線	日比谷	東京都
0060	06050	都営三田線	大手町	東京都
0060	20210	都営三田線	神保町	東京都
0060	20470	都営三田線	水道橋	東京都
0060	08030	都営三田線	春日	東京都
0060	30270	都営三田線	白山	東京都
0060	21410	都営三田線	千石	東京都
0060	20550	都営三田線	巣鴨	東京都
0060	28890	都営三田線	西巣鴨	東京都
0060	19040	都営三田線	新板橋	東京都
0060	02900	都営三田線	板橋区役所前	東京都
0060	02910	都営三田線	板橋本町	東京都
0060	39290	都営三田線	本蓮沼	東京都
0060	17790	都営三田線	志村坂上	東京都
0060	17800	都営三田線	志村三丁目	東京都
0060	30540	都営三田線	蓮根	東京都
0060	28980	都営三田線	西台	東京都
0060	22280	都営三田線	高島平	東京都
0060	19810	都営三田線	新高島平	東京都
0060	29010	都営三田線	西高島平	東京都
0065	19670	都営新宿線	新宿	東京都
0065	19690	都営新宿線	新宿三丁目	東京都
0065	00590	都営新宿線	曙橋	東京都
0065	02980	都営新宿線	市ヶ谷	東京都
0065	12720	都営新宿線	九段下	東京都
0065	20210	都営新宿線	神保町	東京都
0065	06620	都営新宿線	小川町	東京都
0065	03950	都営新宿線	岩本町	東京都
0065	30340	都営新宿線	馬喰横山	東京都
0065	31100	都営新宿線	浜町	東京都
0065	39490	都営新宿線	森下	東京都
0065	10690	都営新宿線	菊川	東京都
0065	20870	都営新宿線	住吉	東京都
0065	28430	都営新宿線	西大島	東京都
0065	05850	都営新宿線	大島	東京都
0065	31700	都営新宿線	東大島	東京都
0065	34520	都営新宿線	船堀	東京都
0065	03060	都営新宿線	一之江	東京都
0065	36730	都営新宿線	瑞江	東京都
0065	17480	都営新宿線	篠崎	東京都
0065	39350	都営新宿線	本八幡	千葉県
0070	50010	都営大江戸線	新宿西口	東京都
0070	50015	都営大江戸線	東新宿	東京都
0070	50020	都営大江戸線	若松河田	東京都
0070	50025	都営大江戸線	牛込柳町	東京都
0070	50030	都営大江戸線	牛込神楽坂	東京都
0070	01820	都営大江戸線	飯田橋	東京都
0070	08030	都営大江戸線	春日	東京都
0070	35340	都営大江戸線	本郷三丁目	東京都
0070	50035	都営大江戸線	上野御徒町	東京都
0070	50040	都営大江戸線	新御徒町	東京都
0070	13010	都営大江戸線	蔵前	東京都
0070	50045	都営大江戸線	両国	東京都
0070	39490	都営大江戸線	森下	東京都
0070	50050	都営大江戸線	清澄白河	東京都
0070	39600	都営大江戸線	門前仲町	東京都
0070	24650	都営大江戸線	月島	東京都
0070	50055	都営大江戸線	勝どき	東京都
0070	50060	都営大江戸線	築地市場	東京都
0070	53930	都営大江戸線	汐留	東京都
0070	22090	都営大江戸線	大門	東京都
0070	50065	都営大江戸線	赤羽橋	東京都
0070	00800	都営大江戸線	麻布十番	東京都
0070	41560	都営大江戸線	六本木	東京都
0070	00250	都営大江戸線	青山一丁目	東京都
0070	14730	都営大江戸線	国立競技場	東京都
0070	41280	都営大江戸線	代々木	東京都
0070	19670	都営大江戸線	新宿	東京都
0070	26200	都営大江戸線	都庁前	東京都
0070	28870	都営大江戸線	西新宿五丁目	東京都
0070	27320	都営大江戸線	中野坂上	東京都
0070	32110	都営大江戸線	東中野	東京都
0070	26830	都営大江戸線	中井	東京都
0070	06960	都営大江戸線	落合南長崎	東京都
0070	19110	都営大江戸線	新江古田	東京都
0070	29900	都営大江戸線	練馬	東京都
0070	26130	都営大江戸線	豊島園	東京都
0070	29910	都営大江戸線	練馬春日町	東京都
0070	32620	都営大江戸線	光が丘	東京都
0075	20110	新交通ゆりかもめ	新橋	東京都
0075	53930	新交通ゆりかもめ	汐留	東京都
0075	22890	新交通ゆりかもめ	竹芝	東京都
0075	32960	新交通ゆりかもめ	日の出	東京都
0075	17560	新交通ゆりかもめ	芝浦ふ頭	東京都
0075	06860	新交通ゆりかもめ	お台場海浜公園	東京都
0075	22030	新交通ゆりかもめ	台場	東京都
0075	34550	新交通ゆりかもめ	東京国際クルーズターミナル	東京都
0075	25310	新交通ゆりかもめ	テレコムセンター	東京都
0075	00230	新交通ゆりかもめ	青海	東京都
0075	14670	新交通ゆりかもめ	東京ビッグサイト	東京都
0075	01580	新交通ゆりかもめ	有明	東京都
0075	79995	新交通ゆりかもめ	有明テニスの森	東京都
0075	80000	新交通ゆりかもめ	市場前	東京都
0075	80005	新交通ゆりかもめ	新豊洲	東京都
0075	26540	新交通ゆりかもめ	豊洲	東京都
0080	31160	東京モノレール	浜松町	東京都
0080	25440	東京モノレール	天王洲アイル	東京都
0080	05410	東京モノレール	大井競馬場前	東京都
0080	41350	東京モノレール	流通センター	東京都
0080	18760	東京モノレール	昭和島	東京都
0080	31030	東京モノレール	整備場	東京都
0080	25350	東京モノレール	天空橋	東京都
0080	31025	東京モノレール	羽田空港第３ターミナル	東京都
0080	19760	東京モノレール	新整備場	東京都
0080	31020	東京モノレール	羽田空港第１ターミナル	東京都
0080	75900	東京モノレール	羽田空港第２ターミナル	東京都
0085	41740	都電荒川線	早稲田	東京都
0085	07220	都電荒川線	面影橋	東京都
0085	07670	都電荒川線	学習院下	東京都
0085	10820	都電荒川線	鬼子母神前	東京都
0085	21650	都電荒川線	都電雑司ヶ谷	東京都
0085	31610	都電荒川線	東池袋四丁目	東京都
0085	38630	都電荒川線	向原	東京都
0085	06020	都電荒川線	大塚駅前	東京都
0085	20560	都電荒川線	巣鴨新田	東京都
0085	14060	都電荒川線	庚申塚	東京都
0085	19480	都電荒川線	新庚申塚	東京都
0085	28570	都電荒川線	西ヶ原四丁目	東京都
0085	22780	都電荒川線	滝野川一丁目	東京都
0085	00980	都電荒川線	飛鳥山	東京都
0085	05200	都電荒川線	王子駅前	東京都
0085	15770	都電荒川線	栄町	東京都
0085	08010	都電荒川線	梶原	東京都
0085	01480	都電荒川線	荒川車庫前	東京都
0085	01510	都電荒川線	荒川遊園地前	東京都
0085	06850	都電荒川線	小台	東京都
0085	38320	都電荒川線	宮ノ前	東京都
0085	12890	都電荒川線	熊野前	東京都
0085	31740	都電荒川線	東尾久三丁目	東京都
0085	35810	都電荒川線	町屋二丁目	東京都
0085	35800	都電荒川線	町屋駅前	東京都
0085	01490	都電荒川線	荒川七丁目	東京都
0085	01500	都電荒川線	荒川二丁目	東京都
0085	01470	都電荒川線	荒川区役所前	東京都
0085	50070	都電荒川線	荒川一中前	東京都
0085	38140	都電荒川線	三ノ輪橋	東京都
0765	29650	日暮里・舎人ライナー	日暮里	東京都
0765	29160	日暮里・舎人ライナー	西日暮里	東京都
0765	80815	日暮里・舎人ライナー	赤土小学校前	東京都
0765	12890	日暮里・舎人ライナー	熊野前	東京都
0765	80816	日暮里・舎人ライナー	足立小台	東京都
0765	80817	日暮里・舎人ライナー	扇大橋	東京都
0765	80818	日暮里・舎人ライナー	高野	東京都
0765	80819	日暮里・舎人ライナー	江北	東京都
0765	80820	日暮里・舎人ライナー	西新井大師西	東京都
0765	80821	日暮里・舎人ライナー	谷在家	東京都
0765	80822	日暮里・舎人ライナー	舎人公園	東京都
0765	80823	日暮里・舎人ライナー	舎人	東京都
0765	80824	日暮里・舎人ライナー	見沼代親水公園	東京都
0090	19330	りんかい線	新木場	東京都
0090	17510	りんかい線	東雲	東京都
0090	14660	りんかい線	国際展示場	東京都
0090	25630	りんかい線	東京テレポート	東京都
0090	25440	りんかい線	天王洲アイル	東京都
0090	53940	りんかい線	品川シーサイド	東京都
0090	05480	りんかい線	大井町	東京都
0090	05780	りんかい線	大崎	東京都
0095	21340	京急本線	泉岳寺	東京都
0095	17460	京急本線	品川	東京都
0095	11210	京急本線	北品川	東京都
0095	20140	京急本線	新馬場	東京都
0095	00240	京急本線	青物横丁	東京都
0095	16530	京急本線	鮫洲	東京都
0095	23090	京急本線	立会川	東京都
0095	06380	京急本線	大森海岸	東京都
0095	34650	京急本線	平和島	東京都
0095	06400	京急本線	大森町	東京都
0095	04660	京急本線	梅屋敷	東京都
0095	13410	京急本線	京急蒲田	東京都
0095	21660	京急本線	雑色	東京都
0095	41470	京急本線	六郷土手	東京都
0095	13420	京急本線	京急川崎	神奈川県
0095	30810	京急本線	八丁畷	神奈川県
0095	25080	京急本線	鶴見市場	神奈川県
0095	13460	京急本線	京急鶴見	神奈川県
0095	07720	京急本線	花月総持寺	神奈川県
0095	27900	京急本線	生麦	神奈川県
0095	13440	京急本線	京急新子安	神奈川県
0095	15450	京急本線	子安	神奈川県
0095	08640	京急本線	神奈川新町	神奈川県
0095	27020	京急本線	京急東神奈川	神奈川県
0095	08630	京急本線	神奈川	神奈川県
0095	40940	京急本線	横浜	神奈川県
0095	26340	京急本線	戸部	神奈川県
0095	32970	京急本線	日ノ出町	神奈川県
0095	14570	京急本線	黄金町	神奈川県
0095	37370	京急本線	南太田	神奈川県
0095	03190	京急本線	井土ヶ谷	神奈川県
0095	12910	京急本線	弘明寺	神奈川県
0095	09090	京急本線	上大岡	神奈川県
0095	33140	京急本線	屏風浦	神奈川県
0095	20580	京急本線	杉田	神奈川県
0095	13470	京急本線	京急富岡	神奈川県
0095	29940	京急本線	能見台	神奈川県
0095	08660	京急本線	金沢文庫	神奈川県
0095	08650	京急本線	金沢八景	神奈川県
0095	06990	京急本線	追浜	神奈川県
0095	13450	京急本線	京急田浦	神奈川県
0095	01750	京急本線	安針塚	神奈川県
0095	34760	京急本線	逸見	神奈川県
0095	17030	京急本線	汐入	神奈川県
0095	40900	京急本線	横須賀中央	神奈川県
0095	13490	京急本線	県立大学	神奈川県
0095	35240	京急本線	堀ノ内	神奈川県
0095	13400	京急本線	京急大津	神奈川県
0095	36130	京急本線	馬堀海岸	神奈川県
0095	04680	京急本線	浦賀	神奈川県
0100	13410	京急空港線	京急蒲田	東京都
0100	14030	京急空港線	糀谷	東京都
0100	06110	京急空港線	大鳥居	東京都
0100	01130	京急空港線	穴守稲荷	東京都
0100	25350	京急空港線	天空橋	東京都
0100	75907	京急空港線	羽田空港第３ターミナル	東京都
0100	75910	京急空港線	羽田空港第１・第２ターミナル	東京都
0105	13420	京急大師線	京急川崎	神奈川県
0105	37240	京急大師線	港町	神奈川県
0105	20680	京急大師線	鈴木町	神奈川県
0105	09940	京急大師線	川崎大師	神奈川県
0105	32510	京急大師線	東門前	神奈川県
0105	16700	京急大師線	大師橋	神奈川県
0105	14860	京急大師線	小島新田	神奈川県
0110	08650	京急逗子線	金沢八景	神奈川県
0110	38930	京急逗子線	六浦	神奈川県
0110	20310	京急逗子線	神武寺	神奈川県
0110	19750	京急逗子線	逗子・葉山	神奈川県
0115	35240	京急久里浜線	堀ノ内	神奈川県
0115	19150	京急久里浜線	新大津	神奈川県
0115	11120	京急久里浜線	北久里浜	神奈川県
0115	13430	京急久里浜線	京急久里浜	神奈川県
0115	41580	京急久里浜線	ＹＲＰ野比	神奈川県
0115	13480	京急久里浜線	京急長沢	神奈川県
0115	24690	京急久里浜線	津久井浜	神奈川県
0115	36260	京急久里浜線	三浦海岸	神奈川県
0115	36680	京急久里浜線	三崎口	神奈川県
0125	25620	ＪＲ京浜東北線	東京	東京都
0125	40650	ＪＲ京浜東北線	有楽町	東京都
0125	20110	ＪＲ京浜東北線	新橋	東京都
0125	31160	ＪＲ京浜東北線	浜松町	東京都
0125	23500	ＪＲ京浜東北線	田町	東京都
0125	84570	ＪＲ京浜東北線	高輪ゲートウェイ	東京都
0125	17460	ＪＲ京浜東北線	品川	東京都
0125	05480	ＪＲ京浜東北線	大井町	東京都
0125	06360	ＪＲ京浜東北線	大森	東京都
0125	08940	ＪＲ京浜東北線	蒲田	東京都
0125	09920	ＪＲ京浜東北線	川崎	神奈川県
0125	25070	ＪＲ京浜東北線	鶴見	神奈川県
0125	19550	ＪＲ京浜東北線	新子安	神奈川県
0125	31790	ＪＲ京浜東北線	東神奈川	神奈川県
0125	40940	ＪＲ京浜東北線	横浜	神奈川県
0125	16100	ＪＲ京浜東北線	桜木町	神奈川県
0125	10300	ＪＲ京浜東北線	関内	神奈川県
0125	02190	ＪＲ京浜東北線	石川町	神奈川県
0125	40360	ＪＲ京浜東北線	山手	神奈川県
0125	29850	ＪＲ京浜東北線	根岸	神奈川県
0125	02800	ＪＲ京浜東北線	磯子	神奈川県
0125	19740	ＪＲ京浜東北線	新杉田	神奈川県
0125	40830	ＪＲ京浜東北線	洋光台	神奈川県
0125	14260	ＪＲ京浜東北線	港南台	神奈川県
0125	35350	ＪＲ京浜東北線	本郷台	神奈川県
0125	06240	ＪＲ京浜東北線	大船	神奈川県
0130	40940	ＪＲ根岸線	横浜	神奈川県
0130	16100	ＪＲ根岸線	桜木町	神奈川県
0130	10300	ＪＲ根岸線	関内	神奈川県
0130	02190	ＪＲ根岸線	石川町	神奈川県
0130	40360	ＪＲ根岸線	山手	神奈川県
0130	29850	ＪＲ根岸線	根岸	神奈川県
0130	02800	ＪＲ根岸線	磯子	神奈川県
0130	19740	ＪＲ根岸線	新杉田	神奈川県
0130	40830	ＪＲ根岸線	洋光台	神奈川県
0130	14260	ＪＲ根岸線	港南台	神奈川県
0130	35350	ＪＲ根岸線	本郷台	神奈川県
0130	06240	ＪＲ根岸線	大船	神奈川県
0135	25070	ＪＲ鶴見線	鶴見	神奈川県
0135	14680	ＪＲ鶴見線	国道	神奈川県
0135	25090	ＪＲ鶴見線	鶴見小野	神奈川県
0135	34790	ＪＲ鶴見線	弁天橋	神奈川県
0135	00730	ＪＲ鶴見線	浅野	神奈川県
0135	19650	ＪＲ鶴見線	新芝浦	神奈川県
0135	04550	ＪＲ鶴見線	海芝浦	神奈川県
0135	01760	ＪＲ鶴見線	安善	神奈川県
0135	38750	ＪＲ鶴見線	武蔵白石	神奈川県
0135	05540	ＪＲ鶴見線	大川	神奈川県
0135	31070	ＪＲ鶴見線	浜川崎	神奈川県
0135	18750	ＪＲ鶴見線	昭和	神奈川県
0135	05170	ＪＲ鶴見線	扇町	神奈川県
0140	19740	シーサイドライン	新杉田	神奈川県
0140	28180	シーサイドライン	南部市場	神奈川県
0140	26750	シーサイドライン	鳥浜	神奈川県
0140	27920	シーサイドライン	並木北	神奈川県
0140	27930	シーサイドライン	並木中央	神奈川県
0140	16340	シーサイドライン	幸浦	神奈川県
0140	16690	シーサイドライン	産業振興センター	神奈川県
0140	33620	シーサイドライン	福浦	神奈川県
0140	17360	シーサイドライン	市大医学部	神奈川県
0140	30740	シーサイドライン	八景島	神奈川県
0140	04560	シーサイドライン	海の公園柴口	神奈川県
0140	04570	シーサイドライン	海の公園南口	神奈川県
0140	30040	シーサイドライン	野島公園	神奈川県
0140	08650	シーサイドライン	金沢八景	神奈川県
0121	25620	ＪＲ横須賀線	東京	東京都
0121	20110	ＪＲ横須賀線	新橋	東京都
0121	17460	ＪＲ横須賀線	品川	東京都
0121	28400	ＪＲ横須賀線	西大井	東京都
0121	38720	ＪＲ横須賀線	武蔵小杉	神奈川県
0121	19290	ＪＲ横須賀線	新川崎	神奈川県
0121	40940	ＪＲ横須賀線	横浜	神奈川県
0120	35150	ＪＲ横須賀線	保土ヶ谷	神奈川県
0120	32070	ＪＲ横須賀線	東戸塚	神奈川県
0120	26210	ＪＲ横須賀線	戸塚	神奈川県
0120	06240	ＪＲ横須賀線	大船	神奈川県
0120	11100	ＪＲ横須賀線	北鎌倉	神奈川県
0120	08890	ＪＲ横須賀線	鎌倉	神奈川県
0120	20640	ＪＲ横須賀線	逗子	神奈川県
0120	31980	ＪＲ横須賀線	東逗子	神奈川県
0120	22120	ＪＲ横須賀線	田浦	神奈川県
0120	40890	ＪＲ横須賀線	横須賀	神奈川県
0120	11700	ＪＲ横須賀線	衣笠	神奈川県
0120	13050	ＪＲ横須賀線	久里浜	神奈川県
0145	06240	湘南モノレール	大船	神奈川県
0145	34050	湘南モノレール	富士見町	神奈川県
0145	18690	湘南モノレール	湘南町屋	神奈川県
0145	18680	湘南モノレール	湘南深沢	神奈川県
0145	28580	湘南モノレール	西鎌倉	神奈川県
0145	08410	湘南モノレール	片瀬山	神奈川県
0145	39140	湘南モノレール	目白山下	神奈川県
0145	18650	湘南モノレール	湘南江の島	神奈川県
0150	33900	江ノ島電鉄線	藤沢	神奈川県
0150	02130	江ノ島電鉄線	石上	神奈川県
0150	40090	江ノ島電鉄線	柳小路	神奈川県
0150	12500	江ノ島電鉄線	鵠沼	神奈川県
0150	18660	江ノ島電鉄線	湘南海岸公園	神奈川県
0150	05010	江ノ島電鉄線	江ノ島	神奈川県
0150	14830	江ノ島電鉄線	腰越	神奈川県
0150	08900	江ノ島電鉄線	鎌倉高校前	神奈川県
0150	17400	江ノ島電鉄線	七里ヶ浜	神奈川県
0150	03400	江ノ島電鉄線	稲村ヶ崎	神奈川県
0150	14710	江ノ島電鉄線	極楽寺	神奈川県
0150	30550	江ノ島電鉄線	長谷	神奈川県
0150	40600	江ノ島電鉄線	由比ヶ浜	神奈川県
0150	41800	江ノ島電鉄線	和田塚	神奈川県
0150	08890	江ノ島電鉄線	鎌倉	神奈川県
0160	25620	ＪＲ東海道本線	東京	東京都
0160	20110	ＪＲ東海道本線	新橋	東京都
0160	17460	ＪＲ東海道本線	品川	東京都
0160	09920	ＪＲ東海道本線	川崎	神奈川県
0160	40940	ＪＲ東海道本線	横浜	神奈川県
0160	26210	ＪＲ東海道本線	戸塚	神奈川県
0160	06240	ＪＲ東海道本線	大船	神奈川県
0160	33900	ＪＲ東海道本線	藤沢	神奈川県
0160	24740	ＪＲ東海道本線	辻堂	神奈川県
0160	23840	ＪＲ東海道本線	茅ヶ崎	神奈川県
0160	33280	ＪＲ東海道本線	平塚	神奈川県
0160	05460	ＪＲ東海道本線	大磯	神奈川県
0160	29690	ＪＲ東海道本線	二宮	神奈川県
0160	14160	ＪＲ東海道本線	国府津	神奈川県
0160	09660	ＪＲ東海道本線	鴨宮	神奈川県
0160	06930	ＪＲ東海道本線	小田原	神奈川県
0160	31190	ＪＲ東海道本線	早川	神奈川県
0160	29870	ＪＲ東海道本線	根府川	神奈川県
0160	36110	ＪＲ東海道本線	真鶴	神奈川県
0160	40680	ＪＲ東海道本線	湯河原	神奈川県
0155	25620	東海道新幹線	東京	東京都
0155	17460	東海道新幹線	品川	東京都
0155	20390	東海道新幹線	新横浜	神奈川県
0155	06930	東海道新幹線	小田原	神奈川県
0165	14160	ＪＲ御殿場線	国府津	神奈川県
0165	18110	ＪＲ御殿場線	下曽我	神奈川県
0165	09080	ＪＲ御殿場線	上大井	神奈川県
0165	15930	ＪＲ御殿場線	相模金子	神奈川県
0165	35950	ＪＲ御殿場線	松田	神奈川県
0165	32530	ＪＲ御殿場線	東山北	神奈川県
0165	40230	ＪＲ御殿場線	山北	神奈川県
0165	39680	ＪＲ御殿場線	谷峨	神奈川県
0170	00820	ブルーライン	あざみ野	神奈川県
0170	26980	ブルーライン	中川	神奈川県
0170	21500	ブルーライン	センター北	神奈川県
0170	21510	ブルーライン	センター南	神奈川県
0170	27500	ブルーライン	仲町台	神奈川県
0170	29640	ブルーライン	新羽	神奈川県
0170	11280	ブルーライン	北新横浜	神奈川県
0170	20390	ブルーライン	新横浜	神奈川県
0170	10780	ブルーライン	岸根公園	神奈川県
0170	08380	ブルーライン	片倉町	神奈川県
0170	37000	ブルーライン	三ツ沢上町	神奈川県
0170	37010	ブルーライン	三ツ沢下町	神奈川県
0170	40940	ブルーライン	横浜	神奈川県
0170	22290	ブルーライン	高島町	神奈川県
0170	16100	ブルーライン	桜木町	神奈川県
0170	10300	ブルーライン	関内	神奈川県
0170	02680	ブルーライン	伊勢佐木長者町	神奈川県
0170	31470	ブルーライン	阪東橋	神奈川県
0170	41060	ブルーライン	吉野町	神奈川県
0170	35520	ブルーライン	蒔田	神奈川県
0170	12920	ブルーライン	弘明寺	神奈川県
0170	09090	ブルーライン	上大岡	神奈川県
0170	14270	ブルーライン	港南中央	神奈川県
0170	09260	ブルーライン	上永谷	神奈川県
0170	18210	ブルーライン	下永谷	神奈川県
0170	35480	ブルーライン	舞岡	神奈川県
